date,time,number,temp,site,dss
2006-06-13,00:01:00,1,13.5,BP,-8.29166666666667
2006-06-13,01:01:00,1,13,BP,-8.29166666666667
2006-06-13,02:01:00,1,13.5,BP,-8.29166666666667
2006-06-13,03:01:00,1,13,BP,-8.29166666666667
2006-06-13,04:01:00,1,13,BP,-8.29166666666667
2006-06-13,05:01:00,1,13.5,BP,-8.29166666666667
2006-06-13,06:01:00,1,13.5,BP,-8.29166666666667
2006-06-13,07:01:00,1,13.5,BP,-8.29166666666667
2006-06-13,08:01:00,1,14,BP,-8.29166666666667
2006-06-13,09:01:00,1,15.5,BP,-8.29166666666667
2006-06-13,10:01:00,1,20,BP,-8.29166666666667
2006-06-13,11:01:00,1,21.5,BP,-8.29166666666667
2006-06-13,12:01:00,1,25,BP,-8.29166666666667
2006-06-13,13:01:00,1,25.5,BP,-8.29166666666667
2006-06-13,14:01:00,1,20.5,BP,-8.29166666666667
2006-06-13,15:01:00,1,18,BP,-8.29166666666667
2006-06-13,16:01:00,1,19.5,BP,-8.29166666666667
2006-06-13,17:01:00,1,20.5,BP,-8.29166666666667
2006-06-13,18:01:00,1,23,BP,-8.29166666666667
2006-06-13,19:01:00,1,20,BP,-8.29166666666667
2006-06-13,20:01:00,1,18,BP,-8.29166666666667
2006-06-13,21:01:00,1,16.5,BP,-8.29166666666667
2006-06-13,22:01:00,1,15.5,BP,-8.29166666666667
2006-06-13,23:01:00,1,15.5,BP,-8.29166666666667
2006-06-14,00:01:00,1,14,BP,-7.29166666666667
2006-06-14,01:01:00,1,13,BP,-7.29166666666667
2006-06-14,02:01:00,1,12.5,BP,-7.29166666666667
2006-06-14,03:01:00,1,12.5,BP,-7.29166666666667
2006-06-14,04:01:00,1,12.5,BP,-7.29166666666667
2006-06-14,05:01:00,1,12.5,BP,-7.29166666666667
2006-06-14,06:01:00,1,12.5,BP,-7.29166666666667
2006-06-14,07:01:00,1,13.5,BP,-7.29166666666667
2006-06-14,08:01:00,1,15,BP,-7.29166666666667
2006-06-14,09:01:00,1,17,BP,-7.29166666666667
2006-06-14,10:01:00,1,21.5,BP,-7.29166666666667
2006-06-14,11:01:00,1,22.5,BP,-7.29166666666667
2006-06-14,12:01:00,1,22,BP,-7.29166666666667
2006-06-14,13:01:00,1,23.5,BP,-7.29166666666667
2006-06-14,14:01:00,1,22.5,BP,-7.29166666666667
2006-06-14,15:01:00,1,18,BP,-7.29166666666667
2006-06-14,16:01:00,1,15,BP,-7.29166666666667
2006-06-14,17:01:00,1,15,BP,-7.29166666666667
2006-06-14,18:01:00,1,16,BP,-7.29166666666667
2006-06-14,19:01:00,1,15,BP,-7.29166666666667
2006-06-14,20:01:00,1,14,BP,-7.29166666666667
2006-06-14,21:01:00,1,13.5,BP,-7.29166666666667
2006-06-14,22:01:00,1,13,BP,-7.29166666666667
2006-06-14,23:01:00,1,13,BP,-7.29166666666667
2006-06-15,00:01:00,1,12.5,BP,-6.29166666666667
2006-06-15,01:01:00,1,13,BP,-6.29166666666667
2006-06-15,02:01:00,1,12.5,BP,-6.29166666666667
2006-06-15,03:01:00,1,12,BP,-6.29166666666667
2006-06-15,04:01:00,1,12.5,BP,-6.29166666666667
2006-06-15,05:01:00,1,12.5,BP,-6.29166666666667
2006-06-15,06:01:00,1,12,BP,-6.29166666666667
2006-06-15,07:01:00,1,13,BP,-6.29166666666667
2006-06-15,08:01:00,1,15,BP,-6.29166666666667
2006-06-15,09:01:00,1,18,BP,-6.29166666666667
2006-06-15,10:01:00,1,20.5,BP,-6.29166666666667
2006-06-15,11:01:00,1,26.5,BP,-6.29166666666667
2006-06-15,12:01:00,1,28.5,BP,-6.29166666666667
2006-06-15,13:01:00,1,28.5,BP,-6.29166666666667
2006-06-15,14:01:00,1,30.5,BP,-6.29166666666667
2006-06-15,15:01:00,1,29.5,BP,-6.29166666666667
2006-06-15,16:01:00,1,21.5,BP,-6.29166666666667
2006-06-15,17:01:00,1,17.5,BP,-6.29166666666667
2006-06-15,18:01:00,1,16.5,BP,-6.29166666666667
2006-06-15,19:01:00,1,16,BP,-6.29166666666667
2006-06-15,20:01:00,1,15.5,BP,-6.29166666666667
2006-06-15,21:01:00,1,14.5,BP,-6.29166666666667
2006-06-15,22:01:00,1,14,BP,-6.29166666666667
2006-06-15,23:01:00,1,14,BP,-6.29166666666667
2006-06-16,00:01:00,1,13.5,BP,-5.29166666666667
2006-06-16,01:01:00,1,13.5,BP,-5.29166666666667
2006-06-16,02:01:00,1,13,BP,-5.29166666666667
2006-06-16,03:01:00,1,12.5,BP,-5.29166666666667
2006-06-16,04:01:00,1,12.5,BP,-5.29166666666667
2006-06-16,05:01:00,1,12,BP,-5.29166666666667
2006-06-16,06:01:00,1,12,BP,-5.29166666666667
2006-06-16,07:01:00,1,12.5,BP,-5.29166666666667
2006-06-16,08:01:00,1,14,BP,-5.29166666666667
2006-06-16,09:01:00,1,15.5,BP,-5.29166666666667
2006-06-16,10:01:00,1,18,BP,-5.29166666666667
2006-06-16,11:01:00,1,18,BP,-5.29166666666667
2006-06-16,12:01:00,1,21,BP,-5.29166666666667
2006-06-16,13:01:00,1,19.5,BP,-5.29166666666667
2006-06-16,14:01:00,1,19,BP,-5.29166666666667
2006-06-16,15:01:00,1,21.5,BP,-5.29166666666667
2006-06-16,16:01:00,1,18,BP,-5.29166666666667
2006-06-16,17:01:00,1,14,BP,-5.29166666666667
2006-06-16,18:01:00,1,13,BP,-5.29166666666667
2006-06-16,19:01:00,1,13.5,BP,-5.29166666666667
2006-06-16,20:01:00,1,13.5,BP,-5.29166666666667
2006-06-16,21:01:00,1,13,BP,-5.29166666666667
2006-06-16,22:01:00,1,12,BP,-5.29166666666667
2006-06-16,23:01:00,1,11.5,BP,-5.29166666666667
2006-06-17,00:01:00,1,11.5,BP,-4.29166666666667
2006-06-17,01:01:00,1,11.5,BP,-4.29166666666667
2006-06-17,02:01:00,1,12,BP,-4.29166666666667
2006-06-17,03:01:00,1,12.5,BP,-4.29166666666667
2006-06-17,04:01:00,1,12.5,BP,-4.29166666666667
2006-06-17,05:01:00,1,12,BP,-4.29166666666667
2006-06-17,06:01:00,1,12,BP,-4.29166666666667
2006-06-17,07:01:00,1,12.5,BP,-4.29166666666667
2006-06-17,08:01:00,1,14,BP,-4.29166666666667
2006-06-17,09:01:00,1,16,BP,-4.29166666666667
2006-06-17,10:01:00,1,19.5,BP,-4.29166666666667
2006-06-17,11:01:00,1,18.5,BP,-4.29166666666667
2006-06-17,12:01:00,1,23,BP,-4.29166666666667
2006-06-17,13:01:00,1,27,BP,-4.29166666666667
2006-06-17,14:01:00,1,31,BP,-4.29166666666667
2006-06-17,15:01:00,1,32,BP,-4.29166666666667
2006-06-17,16:01:00,1,26.5,BP,-4.29166666666667
2006-06-17,17:01:00,1,17.5,BP,-4.29166666666667
2006-06-17,18:01:00,1,14.5,BP,-4.29166666666667
2006-06-17,19:01:00,1,14.5,BP,-4.29166666666667
2006-06-17,20:01:00,1,14,BP,-4.29166666666667
2006-06-17,21:01:00,1,13.5,BP,-4.29166666666667
2006-06-17,22:01:00,1,12.5,BP,-4.29166666666667
2006-06-17,23:01:00,1,12,BP,-4.29166666666667
2006-06-18,00:01:00,1,11.5,BP,-3.29166666666667
2006-06-18,01:01:00,1,11.5,BP,-3.29166666666667
2006-06-18,02:01:00,1,11,BP,-3.29166666666667
2006-06-18,03:01:00,1,11,BP,-3.29166666666667
2006-06-18,04:01:00,1,11,BP,-3.29166666666667
2006-06-18,05:01:00,1,12.5,BP,-3.29166666666667
2006-06-18,06:01:00,1,12.5,BP,-3.29166666666667
2006-06-18,07:01:00,1,12.5,BP,-3.29166666666667
2006-06-18,08:01:00,1,13,BP,-3.29166666666667
2006-06-18,09:01:00,1,14.5,BP,-3.29166666666667
2006-06-18,10:01:00,1,16.5,BP,-3.29166666666667
2006-06-18,11:01:00,1,18.5,BP,-3.29166666666667
2006-06-18,12:01:00,1,23,BP,-3.29166666666667
2006-06-18,13:01:00,1,28,BP,-3.29166666666667
2006-06-18,14:01:00,1,31,BP,-3.29166666666667
2006-06-18,15:01:00,1,31.5,BP,-3.29166666666667
2006-06-18,16:01:00,1,31,BP,-3.29166666666667
2006-06-18,17:01:00,1,23,BP,-3.29166666666667
2006-06-18,18:01:00,1,17.5,BP,-3.29166666666667
2006-06-18,19:01:00,1,15.5,BP,-3.29166666666667
2006-06-18,20:01:00,1,15,BP,-3.29166666666667
2006-06-18,21:01:00,1,14,BP,-3.29166666666667
2006-06-18,22:01:00,1,12.5,BP,-3.29166666666667
2006-06-18,23:01:00,1,12,BP,-3.29166666666667
2006-06-19,00:01:00,1,11,BP,-2.29166666666667
2006-06-19,01:01:00,1,10.5,BP,-2.29166666666667
2006-06-19,02:01:00,1,9.5,BP,-2.29166666666667
2006-06-19,03:01:00,1,9,BP,-2.29166666666667
2006-06-19,04:01:00,1,9,BP,-2.29166666666667
2006-06-19,05:01:00,1,8.5,BP,-2.29166666666667
2006-06-19,06:01:00,1,8.5,BP,-2.29166666666667
2006-06-19,07:01:00,1,11,BP,-2.29166666666667
2006-06-19,08:01:00,1,13,BP,-2.29166666666667
2006-06-19,09:01:00,1,15.5,BP,-2.29166666666667
2006-06-19,10:01:00,1,22,BP,-2.29166666666667
2006-06-19,11:01:00,1,25.5,BP,-2.29166666666667
2006-06-19,12:01:00,1,29,BP,-2.29166666666667
2006-06-19,13:01:00,1,31.5,BP,-2.29166666666667
2006-06-19,14:01:00,1,32.5,BP,-2.29166666666667
2006-06-19,15:01:00,1,32,BP,-2.29166666666667
2006-06-19,16:01:00,1,30.5,BP,-2.29166666666667
2006-06-19,17:01:00,1,29,BP,-2.29166666666667
2006-06-19,18:01:00,1,23,BP,-2.29166666666667
2006-06-19,19:01:00,1,17.5,BP,-2.29166666666667
2006-06-19,20:01:00,1,16,BP,-2.29166666666667
2006-06-19,21:01:00,1,15.5,BP,-2.29166666666667
2006-06-19,22:01:00,1,14,BP,-2.29166666666667
2006-06-19,23:01:00,1,12.5,BP,-2.29166666666667
2006-06-20,00:01:00,1,12.5,BP,-1.29166666666667
2006-06-20,01:01:00,1,12,BP,-1.29166666666667
2006-06-20,02:01:00,1,11.5,BP,-1.29166666666667
2006-06-20,03:01:00,1,12,BP,-1.29166666666667
2006-06-20,04:01:00,1,12,BP,-1.29166666666667
2006-06-20,05:01:00,1,11.5,BP,-1.29166666666667
2006-06-20,06:01:00,1,12,BP,-1.29166666666667
2006-06-20,07:01:00,1,13,BP,-1.29166666666667
2006-06-20,08:01:00,1,14.5,BP,-1.29166666666667
2006-06-20,09:01:00,1,16,BP,-1.29166666666667
2006-06-20,10:01:00,1,17,BP,-1.29166666666667
2006-06-20,11:01:00,1,19.5,BP,-1.29166666666667
2006-06-20,12:01:00,1,23,BP,-1.29166666666667
2006-06-20,13:01:00,1,28,BP,-1.29166666666667
2006-06-20,14:01:00,1,31,BP,-1.29166666666667
2006-06-20,15:01:00,1,31,BP,-1.29166666666667
2006-06-20,16:01:00,1,28.5,BP,-1.29166666666667
2006-06-20,17:01:00,1,26.5,BP,-1.29166666666667
2006-06-20,18:01:00,1,25.5,BP,-1.29166666666667
2006-06-20,19:01:00,1,20.5,BP,-1.29166666666667
2006-06-20,20:01:00,1,16,BP,-1.29166666666667
2006-06-20,21:01:00,1,15.5,BP,-1.29166666666667
2006-06-20,22:01:00,1,14.5,BP,-1.29166666666667
2006-06-20,23:01:00,1,13,BP,-1.29166666666667
2006-06-21,00:01:00,1,12.5,BP,-0.291666666666667
2006-06-21,01:01:00,1,12,BP,-0.291666666666667
2006-06-21,02:01:00,1,11.5,BP,-0.291666666666667
2006-06-21,03:01:00,1,12,BP,-0.291666666666667
2006-06-21,04:01:00,1,11,BP,-0.291666666666667
2006-06-21,05:01:00,1,10.5,BP,-0.291666666666667
2006-06-21,06:01:00,1,10.5,BP,-0.291666666666667
2006-06-21,07:01:00,1,11,BP,-0.291666666666667
2006-06-21,08:01:00,1,12,BP,-0.291666666666667
2006-06-21,09:01:00,1,17,BP,-0.291666666666667
2006-06-21,10:01:00,1,18.5,BP,-0.291666666666667
2006-06-21,11:01:00,1,21.5,BP,-0.291666666666667
2006-06-21,12:01:00,1,27.5,BP,-0.291666666666667
2006-06-21,13:01:00,1,31,BP,-0.291666666666667
2006-06-21,14:01:00,1,33,BP,-0.291666666666667
2006-06-21,15:01:00,1,33.5,BP,-0.291666666666667
2006-06-21,16:01:00,1,33,BP,-0.291666666666667
2006-06-21,17:01:00,1,31,BP,-0.291666666666667
2006-06-21,18:01:00,1,28,BP,-0.291666666666667
2006-06-21,19:01:00,1,24.5,BP,-0.291666666666667
2006-06-21,20:01:00,1,20.5,BP,-0.291666666666667
2006-06-21,21:01:00,1,16,BP,-0.291666666666667
2006-06-21,22:01:00,1,15.5,BP,-0.291666666666667
2006-06-21,23:01:00,1,15.5,BP,-0.291666666666667
2006-06-22,00:01:00,1,13.5,BP,0.708333333333333
2006-06-22,01:01:00,1,13,BP,0.708333333333333
2006-06-22,02:01:00,1,12.5,BP,0.708333333333333
2006-06-22,03:01:00,1,11.5,BP,0.708333333333333
2006-06-22,04:01:00,1,11,BP,0.708333333333333
2006-06-22,05:01:00,1,11,BP,0.708333333333333
2006-06-22,06:01:00,1,11,BP,0.708333333333333
2006-06-22,07:01:00,1,11,BP,0.708333333333333
2006-06-22,08:01:00,1,11.5,BP,0.708333333333333
2006-06-22,09:01:00,1,16.5,BP,0.708333333333333
2006-06-22,10:01:00,1,21.5,BP,0.708333333333333
2006-06-22,11:01:00,1,25,BP,0.708333333333333
2006-06-22,12:01:00,1,28.5,BP,0.708333333333333
2006-06-22,13:01:00,1,31,BP,0.708333333333333
2006-06-22,14:01:00,1,32,BP,0.708333333333333
2006-06-22,15:01:00,1,33,BP,0.708333333333333
2006-06-22,16:01:00,1,32,BP,0.708333333333333
2006-06-22,17:01:00,1,31,BP,0.708333333333333
2006-06-22,18:01:00,1,28.5,BP,0.708333333333333
2006-06-22,19:01:00,1,24.5,BP,0.708333333333333
2006-06-22,20:01:00,1,20.5,BP,0.708333333333333
2006-06-22,21:01:00,1,16,BP,0.708333333333333
2006-06-22,22:01:00,1,15.5,BP,0.708333333333333
2006-06-22,23:01:00,1,15.5,BP,0.708333333333333
2006-06-23,00:01:00,1,15,BP,1.70833333333333
2006-06-23,01:01:00,1,12.5,BP,1.70833333333333
2006-06-23,02:01:00,1,11.5,BP,1.70833333333333
2006-06-23,03:01:00,1,10.5,BP,1.70833333333333
2006-06-23,04:01:00,1,10,BP,1.70833333333333
2006-06-23,05:01:00,1,9.5,BP,1.70833333333333
2006-06-23,06:01:00,1,9.5,BP,1.70833333333333
2006-06-23,07:01:00,1,10,BP,1.70833333333333
2006-06-23,08:01:00,1,10.5,BP,1.70833333333333
2006-06-23,09:01:00,1,16.5,BP,1.70833333333333
2006-06-23,10:01:00,1,21.5,BP,1.70833333333333
2006-06-23,11:01:00,1,26,BP,1.70833333333333
2006-06-23,12:01:00,1,28.5,BP,1.70833333333333
2006-06-23,13:01:00,1,32.5,BP,1.70833333333333
2006-06-23,14:01:00,1,34.5,BP,1.70833333333333
2006-06-23,15:01:00,1,35.5,BP,1.70833333333333
2006-06-23,16:01:00,1,34.5,BP,1.70833333333333
2006-06-23,17:01:00,1,34,BP,1.70833333333333
2006-06-23,18:01:00,1,32,BP,1.70833333333333
2006-06-23,19:01:00,1,29,BP,1.70833333333333
2006-06-23,20:01:00,1,24.5,BP,1.70833333333333
2006-06-23,21:01:00,1,21,BP,1.70833333333333
2006-06-23,22:01:00,1,17.5,BP,1.70833333333333
2006-06-23,23:01:00,1,16.5,BP,1.70833333333333
2006-06-24,00:01:00,1,15.5,BP,2.70833333333333
2006-06-24,01:01:00,1,15,BP,2.70833333333333
2006-06-24,02:01:00,1,13,BP,2.70833333333333
2006-06-24,03:01:00,1,12.5,BP,2.70833333333333
2006-06-24,04:01:00,1,12,BP,2.70833333333333
2006-06-24,05:01:00,1,11.5,BP,2.70833333333333
2006-06-24,06:01:00,1,11.5,BP,2.70833333333333
2006-06-24,07:01:00,1,11.5,BP,2.70833333333333
2006-06-24,08:01:00,1,12,BP,2.70833333333333
2006-06-24,09:01:00,1,18,BP,2.70833333333333
2006-06-24,10:01:00,1,23.5,BP,2.70833333333333
2006-06-24,11:01:00,1,27,BP,2.70833333333333
2006-06-24,12:01:00,1,30.5,BP,2.70833333333333
2006-06-24,13:01:00,1,34,BP,2.70833333333333
2006-06-24,14:01:00,1,36.5,BP,2.70833333333333
2006-06-24,15:01:00,1,38.5,BP,2.70833333333333
2006-06-24,16:01:00,1,37.5,BP,2.70833333333333
2006-06-24,17:01:00,1,36,BP,2.70833333333333
2006-06-24,18:01:00,1,35,BP,2.70833333333333
2006-06-24,19:01:00,1,31,BP,2.70833333333333
2006-06-24,20:01:00,1,26.5,BP,2.70833333333333
2006-06-24,21:01:00,1,23,BP,2.70833333333333
2006-06-24,22:01:00,1,20,BP,2.70833333333333
2006-06-24,23:01:00,1,17.5,BP,2.70833333333333
2006-06-25,00:01:00,1,16.5,BP,3.70833333333333
2006-06-25,01:01:00,1,15.5,BP,3.70833333333333
2006-06-25,02:01:00,1,15,BP,3.70833333333333
2006-06-25,03:01:00,1,14,BP,3.70833333333333
2006-06-25,04:01:00,1,14,BP,3.70833333333333
2006-06-25,05:01:00,1,13.5,BP,3.70833333333333
2006-06-25,06:01:00,1,13,BP,3.70833333333333
2006-06-25,07:01:00,1,13,BP,3.70833333333333
2006-06-25,08:01:00,1,13.5,BP,3.70833333333333
2006-06-25,09:01:00,1,19.5,BP,3.70833333333333
2006-06-25,10:01:00,1,24.5,BP,3.70833333333333
2006-06-25,11:01:00,1,28,BP,3.70833333333333
2006-06-25,12:01:00,1,32,BP,3.70833333333333
2006-06-25,13:01:00,1,37,BP,3.70833333333333
2006-06-25,14:01:00,1,33,BP,3.70833333333333
2006-06-25,15:01:00,1,37.5,BP,3.70833333333333
2006-06-25,16:01:00,1,37,BP,3.70833333333333
2006-06-25,17:01:00,1,35.5,BP,3.70833333333333
2006-06-25,18:01:00,1,33.5,BP,3.70833333333333
2006-06-25,19:01:00,1,30.5,BP,3.70833333333333
2006-06-25,20:01:00,1,27,BP,3.70833333333333
2006-06-25,21:01:00,1,23,BP,3.70833333333333
2006-06-25,22:01:00,1,20.5,BP,3.70833333333333
2006-06-25,23:01:00,1,17.5,BP,3.70833333333333
2006-06-26,00:01:00,1,15,BP,4.70833333333333
2006-06-26,01:01:00,1,15,BP,4.70833333333333
2006-06-26,02:01:00,1,14.5,BP,4.70833333333333
2006-06-26,03:01:00,1,14,BP,4.70833333333333
2006-06-26,04:01:00,1,13.5,BP,4.70833333333333
2006-06-26,05:01:00,1,13,BP,4.70833333333333
2006-06-26,06:01:00,1,12.5,BP,4.70833333333333
2006-06-26,07:01:00,1,13,BP,4.70833333333333
2006-06-26,08:01:00,1,13.5,BP,4.70833333333333
2006-06-26,09:01:00,1,19,BP,4.70833333333333
2006-06-26,10:01:00,1,24.5,BP,4.70833333333333
2006-06-26,11:01:00,1,30,BP,4.70833333333333
2006-06-26,12:01:00,1,34,BP,4.70833333333333
2006-06-26,13:01:00,1,36,BP,4.70833333333333
2006-06-26,14:01:00,1,30,BP,4.70833333333333
2006-06-26,15:01:00,1,28,BP,4.70833333333333
2006-06-26,16:01:00,1,28.5,BP,4.70833333333333
2006-06-26,17:01:00,1,31.5,BP,4.70833333333333
2006-06-26,18:01:00,1,30.5,BP,4.70833333333333
2006-06-26,19:01:00,1,28,BP,4.70833333333333
2006-06-26,20:01:00,1,24.5,BP,4.70833333333333
2006-06-26,21:01:00,1,20,BP,4.70833333333333
2006-06-26,22:01:00,1,18,BP,4.70833333333333
2006-06-26,23:01:00,1,16,BP,4.70833333333333
2006-06-27,00:01:00,1,14.5,BP,5.70833333333333
2006-06-27,01:01:00,1,13.5,BP,5.70833333333333
2006-06-27,02:01:00,1,12.5,BP,5.70833333333333
2006-06-27,03:01:00,1,12.5,BP,5.70833333333333
2006-06-27,04:01:00,1,12,BP,5.70833333333333
2006-06-27,05:01:00,1,12,BP,5.70833333333333
2006-06-27,06:01:00,1,12,BP,5.70833333333333
2006-06-27,07:01:00,1,12,BP,5.70833333333333
2006-06-27,08:01:00,1,12.5,BP,5.70833333333333
2006-06-27,09:01:00,1,17,BP,5.70833333333333
2006-06-27,10:01:00,1,22,BP,5.70833333333333
2006-06-27,11:01:00,1,26.5,BP,5.70833333333333
2006-06-27,12:01:00,1,30.5,BP,5.70833333333333
2006-06-27,13:01:00,1,33.5,BP,5.70833333333333
2006-06-27,14:01:00,1,35,BP,5.70833333333333
2006-06-27,15:01:00,1,25,BP,5.70833333333333
2006-06-27,16:01:00,1,22,BP,5.70833333333333
2006-06-27,17:01:00,1,25.5,BP,5.70833333333333
2006-06-27,18:01:00,1,25,BP,5.70833333333333
2006-06-27,19:01:00,1,22.5,BP,5.70833333333333
2006-06-27,20:01:00,1,19.5,BP,5.70833333333333
2006-06-27,21:01:00,1,16,BP,5.70833333333333
2006-06-27,22:01:00,1,14,BP,5.70833333333333
2006-06-27,23:01:00,1,13,BP,5.70833333333333
2006-06-28,00:01:00,1,12,BP,6.70833333333333
2006-06-28,01:01:00,1,12.5,BP,6.70833333333333
2006-06-28,02:01:00,1,12.5,BP,6.70833333333333
2006-06-28,03:01:00,1,12,BP,6.70833333333333
2006-06-28,04:01:00,1,11.5,BP,6.70833333333333
2006-06-28,05:01:00,1,10.5,BP,6.70833333333333
2006-06-28,06:01:00,1,10,BP,6.70833333333333
2006-06-28,07:01:00,1,10,BP,6.70833333333333
2006-06-28,08:01:00,1,11,BP,6.70833333333333
2006-06-28,09:01:00,1,16,BP,6.70833333333333
2006-06-28,10:01:00,1,21.5,BP,6.70833333333333
2006-06-28,11:01:00,1,26,BP,6.70833333333333
2006-06-28,12:01:00,1,30,BP,6.70833333333333
2006-06-28,13:01:00,1,33,BP,6.70833333333333
2006-06-28,14:01:00,1,35,BP,6.70833333333333
2006-06-28,15:01:00,1,35,BP,6.70833333333333
2006-06-28,16:01:00,1,35.5,BP,6.70833333333333
2006-06-28,17:01:00,1,33.5,BP,6.70833333333333
2006-06-28,18:01:00,1,31.5,BP,6.70833333333333
2006-06-28,19:01:00,1,27,BP,6.70833333333333
2006-06-28,20:01:00,1,23,BP,6.70833333333333
2006-06-28,21:01:00,1,19,BP,6.70833333333333
2006-06-28,22:01:00,1,16.5,BP,6.70833333333333
2006-06-28,23:01:00,1,15.5,BP,6.70833333333333
2006-06-29,00:01:00,1,14.5,BP,7.70833333333333
2006-06-29,01:01:00,1,13.5,BP,7.70833333333333
2006-06-29,02:01:00,1,13.5,BP,7.70833333333333
2006-06-29,03:01:00,1,13.5,BP,7.70833333333333
2006-06-29,04:01:00,1,13,BP,7.70833333333333
2006-06-29,05:01:00,1,11.5,BP,7.70833333333333
2006-06-29,06:01:00,1,10.5,BP,7.70833333333333
2006-06-29,07:01:00,1,11,BP,7.70833333333333
2006-06-29,08:01:00,1,11.5,BP,7.70833333333333
2006-06-29,09:01:00,1,17,BP,7.70833333333333
2006-06-29,10:01:00,1,22.5,BP,7.70833333333333
2006-06-29,11:01:00,1,27.5,BP,7.70833333333333
2006-06-29,12:01:00,1,30,BP,7.70833333333333
2006-06-29,13:01:00,1,33,BP,7.70833333333333
2006-06-29,14:01:00,1,34.5,BP,7.70833333333333
2006-06-29,15:01:00,1,34.5,BP,7.70833333333333
2006-06-29,16:01:00,1,31.5,BP,7.70833333333333
2006-06-29,17:01:00,1,31.5,BP,7.70833333333333
2006-06-29,18:01:00,1,31,BP,7.70833333333333
2006-06-29,19:01:00,1,27,BP,7.70833333333333
2006-06-29,20:01:00,1,24,BP,7.70833333333333
2006-06-29,21:01:00,1,20,BP,7.70833333333333
2006-06-29,22:01:00,1,18,BP,7.70833333333333
2006-06-29,23:01:00,1,16,BP,7.70833333333333
2006-06-30,00:01:00,1,15,BP,8.70833333333333
2006-06-30,01:01:00,1,14,BP,8.70833333333333
2006-06-30,02:01:00,1,13,BP,8.70833333333333
2006-06-30,03:01:00,1,12.5,BP,8.70833333333333
2006-06-30,04:01:00,1,11.5,BP,8.70833333333333
2006-06-30,05:01:00,1,11,BP,8.70833333333333
2006-06-30,06:01:00,1,10.5,BP,8.70833333333333
2006-06-30,07:01:00,1,10.5,BP,8.70833333333333
2006-06-30,08:01:00,1,11,BP,8.70833333333333
2006-06-30,09:01:00,1,17,BP,8.70833333333333
2006-06-30,10:01:00,1,22.5,BP,8.70833333333333
2006-06-30,11:01:00,1,27.5,BP,8.70833333333333
2006-06-30,12:01:00,1,30.5,BP,8.70833333333333
2006-06-30,13:01:00,1,35,BP,8.70833333333333
2006-06-30,14:01:00,1,34.5,BP,8.70833333333333
2006-06-30,15:01:00,1,35,BP,8.70833333333333
2006-06-30,16:01:00,1,32.5,BP,8.70833333333333
2006-06-30,17:01:00,1,32.5,BP,8.70833333333333
2006-06-30,18:01:00,1,27,BP,8.70833333333333
2006-06-30,19:01:00,1,24,BP,8.70833333333333
2006-06-30,20:01:00,1,20.5,BP,8.70833333333333
2006-06-30,21:01:00,1,18,BP,8.70833333333333
2006-06-30,22:01:00,1,17,BP,8.70833333333333
2006-06-30,23:01:00,1,16.5,BP,8.70833333333333
2006-07-01,00:01:00,1,16,BP,9.70833333333333
2006-07-01,01:01:00,1,16,BP,9.70833333333333
2006-07-01,02:01:00,1,15.5,BP,9.70833333333333
2006-07-01,03:01:00,1,15.5,BP,9.70833333333333
2006-07-01,04:01:00,1,15,BP,9.70833333333333
2006-07-01,05:01:00,1,15,BP,9.70833333333333
2006-07-01,06:01:00,1,14.5,BP,9.70833333333333
2006-07-01,07:01:00,1,14.5,BP,9.70833333333333
2006-07-01,08:01:00,1,15,BP,9.70833333333333
2006-07-01,09:01:00,1,17,BP,9.70833333333333
2006-07-01,10:01:00,1,18.5,BP,9.70833333333333
2006-07-01,11:01:00,1,21.5,BP,9.70833333333333
2006-07-01,12:01:00,1,25,BP,9.70833333333333
2006-07-01,13:01:00,1,28,BP,9.70833333333333
2006-07-01,14:01:00,1,29,BP,9.70833333333333
2006-07-01,15:01:00,1,29.5,BP,9.70833333333333
2006-07-01,16:01:00,1,30.5,BP,9.70833333333333
2006-07-01,17:01:00,1,28.5,BP,9.70833333333333
2006-07-01,18:01:00,1,25.5,BP,9.70833333333333
2006-07-01,19:01:00,1,22.5,BP,9.70833333333333
2006-07-01,20:01:00,1,19.5,BP,9.70833333333333
2006-07-01,21:01:00,1,18,BP,9.70833333333333
2006-07-01,22:01:00,1,17,BP,9.70833333333333
2006-07-01,23:01:00,1,17,BP,9.70833333333333
2006-07-02,00:01:00,1,16,BP,10.7083333333333
2006-07-02,01:01:00,1,16,BP,10.7083333333333
2006-07-02,02:01:00,1,15.5,BP,10.7083333333333
2006-07-02,03:01:00,1,15,BP,10.7083333333333
2006-07-02,04:01:00,1,15,BP,10.7083333333333
2006-07-02,05:01:00,1,14.5,BP,10.7083333333333
2006-07-02,06:01:00,1,14.5,BP,10.7083333333333
2006-07-02,07:01:00,1,14.5,BP,10.7083333333333
2006-07-02,08:01:00,1,15.5,BP,10.7083333333333
2006-07-02,09:01:00,1,17,BP,10.7083333333333
2006-07-02,10:01:00,1,18,BP,10.7083333333333
2006-07-02,11:01:00,1,19.5,BP,10.7083333333333
2006-07-02,12:01:00,1,22,BP,10.7083333333333
2006-07-02,13:01:00,1,27.5,BP,10.7083333333333
2006-07-02,14:01:00,1,33.5,BP,10.7083333333333
2006-07-02,15:01:00,1,35,BP,10.7083333333333
2006-07-02,16:01:00,1,30.5,BP,10.7083333333333
2006-07-02,17:01:00,1,27,BP,10.7083333333333
