date,block,barnacles,limpets,plot_location,plot,species,count,location,timediff
2006-06-15,F,no,con,36_BP,36,Littorina,0,BP,0
2006-07-11,A,yes,in,1_BP,1,Littorina,7,BP,3.71428571428571
2006-07-11,B,yes,in,2_BP,2,Littorina,2,BP,3.71428571428571
2006-07-11,C,yes,in,3_BP,3,Littorina,23,BP,3.71428571428571
2006-07-11,D,yes,in,4_BP,4,Littorina,11,BP,3.71428571428571
2006-07-11,E,yes,in,5_BP,5,Littorina,12,BP,3.71428571428571
2006-07-11,F,yes,in,6_BP,6,Littorina,8,BP,3.71428571428571
2006-07-11,A,yes,out,7_BP,7,Littorina,9,BP,3.71428571428571
2006-07-11,B,yes,out,8_BP,8,Littorina,11,BP,3.71428571428571
2006-07-11,C,yes,out,9_BP,9,Littorina,16,BP,3.71428571428571
2006-07-11,D,yes,out,10_BP,10,Littorina,24,BP,3.71428571428571
2006-07-11,E,yes,out,11_BP,11,Littorina,14,BP,3.71428571428571
2006-07-11,F,yes,out,12_BP,12,Littorina,17,BP,3.71428571428571
2006-07-11,A,yes,con,13_BP,13,Lottia,1,BP,3.71428571428571
2006-07-11,A,yes,con,13_BP,13,Littorina,16,BP,3.71428571428571
2006-07-11,B,yes,con,14_BP,14,Lottia,9,BP,3.71428571428571
2006-07-11,B,yes,con,14_BP,14,Littorina,18,BP,3.71428571428571
2006-07-11,C,yes,con,15_BP,15,Lottia,7,BP,3.71428571428571
2006-07-11,C,yes,con,15_BP,15,Littorina,35,BP,3.71428571428571
2006-07-11,D,yes,con,16_BP,16,Lottia,4,BP,3.71428571428571
2006-07-11,D,yes,con,16_BP,16,Littorina,21,BP,3.71428571428571
2006-07-11,E,yes,con,17_BP,17,Lottia,0,BP,3.71428571428571
2006-07-11,E,yes,con,17_BP,17,Littorina,3,BP,3.71428571428571
2006-07-11,F,yes,con,18_BP,18,Lottia,4,BP,3.71428571428571
2006-07-11,F,yes,con,18_BP,18,Littorina,8,BP,3.71428571428571
2006-07-11,A,no,in,19_BP,19,Littorina,3,BP,3.71428571428571
2006-07-11,B,no,in,20_BP,20,Littorina,1,BP,3.71428571428571
2006-07-11,C,no,in,21_BP,21,Littorina,5,BP,3.71428571428571
2006-07-11,D,no,in,22_BP,22,Littorina,0,BP,3.71428571428571
2006-07-11,E,no,in,23_BP,23,Littorina,1,BP,3.71428571428571
2006-07-11,F,no,in,24_BP,24,Littorina,0,BP,3.71428571428571
2006-07-11,A,no,out,25_BP,25,Littorina,0,BP,3.71428571428571
2006-07-11,B,no,out,26_BP,26,Littorina,0,BP,3.71428571428571
2006-07-11,C,no,out,27_BP,27,Littorina,1,BP,3.71428571428571
2006-07-11,D,no,out,28_BP,28,Littorina,0,BP,3.71428571428571
2006-07-11,E,no,out,29_BP,29,Littorina,1,BP,3.71428571428571
2006-07-11,F,no,out,30_BP,30,Littorina,0,BP,3.71428571428571
2006-07-11,A,no,con,31_BP,31,Lottia,0,BP,3.71428571428571
2006-07-11,A,no,con,31_BP,31,Littorina,0,BP,3.71428571428571
2006-07-11,B,no,con,32_BP,32,Lottia,2,BP,3.71428571428571
2006-07-11,B,no,con,32_BP,32,Littorina,0,BP,3.71428571428571
2006-07-11,C,no,con,33_BP,33,Lottia,1,BP,3.71428571428571
2006-07-11,C,no,con,33_BP,33,Littorina,0,BP,3.71428571428571
2006-07-11,D,no,con,34_BP,34,Lottia,0,BP,3.71428571428571
2006-07-11,D,no,con,34_BP,34,Littorina,1,BP,3.71428571428571
2006-07-11,E,no,con,35_BP,35,Lottia,1,BP,3.71428571428571
2006-07-11,E,no,con,35_BP,35,Littorina,1,BP,3.71428571428571
2006-07-11,F,no,con,36_BP,36,Lottia,9,BP,3.71428571428571
2006-07-11,F,no,con,36_BP,36,Littorina,0,BP,3.71428571428571
2006-08-11,A,yes,in,1_BP,1,Littorina,16,BP,8.14285714285714
2006-08-11,B,yes,in,2_BP,2,Littorina,0,BP,8.14285714285714
2006-08-11,C,yes,in,3_BP,3,Littorina,33,BP,8.14285714285714
2006-08-11,D,yes,in,4_BP,4,Littorina,12,BP,8.14285714285714
2006-08-11,E,yes,in,5_BP,5,Littorina,16,BP,8.14285714285714
2006-08-11,F,yes,in,6_BP,6,Littorina,5,BP,8.14285714285714
2006-08-11,A,yes,out,7_BP,7,Littorina,8,BP,8.14285714285714
2006-08-11,B,yes,out,8_BP,8,Littorina,6,BP,8.14285714285714
2006-08-11,C,yes,out,9_BP,9,Littorina,11,BP,8.14285714285714
2006-08-11,D,yes,out,10_BP,10,Littorina,25,BP,8.14285714285714
2006-08-11,E,yes,out,11_BP,11,Littorina,19,BP,8.14285714285714
2006-08-11,F,yes,out,12_BP,12,Littorina,12,BP,8.14285714285714
2006-08-11,A,yes,con,13_BP,13,Lottia,3,BP,8.14285714285714
2006-08-11,A,yes,con,13_BP,13,Littorina,32,BP,8.14285714285714
2006-08-11,B,yes,con,14_BP,14,Lottia,3,BP,8.14285714285714
2006-08-11,B,yes,con,14_BP,14,Littorina,13,BP,8.14285714285714
2006-08-11,C,yes,con,15_BP,15,Lottia,5,BP,8.14285714285714
2006-08-11,C,yes,con,15_BP,15,Littorina,17,BP,8.14285714285714
2006-08-11,D,yes,con,16_BP,16,Lottia,7,BP,8.14285714285714
2006-08-11,D,yes,con,16_BP,16,Littorina,18,BP,8.14285714285714
2006-08-11,E,yes,con,17_BP,17,Lottia,0,BP,8.14285714285714
2006-08-11,E,yes,con,17_BP,17,Littorina,6,BP,8.14285714285714
2006-08-11,F,yes,con,18_BP,18,Lottia,0,BP,8.14285714285714
2006-08-11,F,yes,con,18_BP,18,Littorina,1,BP,8.14285714285714
2006-08-11,A,no,in,19_BP,19,Littorina,2,BP,8.14285714285714
2006-08-11,B,no,in,20_BP,20,Littorina,0,BP,8.14285714285714
2006-08-11,C,no,in,21_BP,21,Littorina,6,BP,8.14285714285714
2006-08-11,D,no,in,22_BP,22,Littorina,1,BP,8.14285714285714
2006-08-11,E,no,in,23_BP,23,Littorina,2,BP,8.14285714285714
2006-08-11,F,no,in,24_BP,24,Littorina,0,BP,8.14285714285714
2006-08-11,A,no,out,25_BP,25,Littorina,0,BP,8.14285714285714
2006-08-11,B,no,out,26_BP,26,Littorina,1,BP,8.14285714285714
2006-08-11,C,no,out,27_BP,27,Littorina,1,BP,8.14285714285714
2006-08-11,D,no,out,28_BP,28,Littorina,0,BP,8.14285714285714
2006-08-11,E,no,out,29_BP,29,Littorina,2,BP,8.14285714285714
2006-08-11,F,no,out,30_BP,30,Littorina,0,BP,8.14285714285714
2006-08-11,A,no,con,31_BP,31,Lottia,2,BP,8.14285714285714
2006-08-11,A,no,con,31_BP,31,Littorina,2,BP,8.14285714285714
2006-08-11,B,no,con,32_BP,32,Lottia,10,BP,8.14285714285714
2006-08-11,B,no,con,32_BP,32,Littorina,2,BP,8.14285714285714
2006-08-11,C,no,con,33_BP,33,Lottia,5,BP,8.14285714285714
2006-08-11,C,no,con,33_BP,33,Littorina,0,BP,8.14285714285714
2006-08-11,D,no,con,34_BP,34,Lottia,2,BP,8.14285714285714
2006-08-11,D,no,con,34_BP,34,Littorina,1,BP,8.14285714285714
2006-08-11,E,no,con,35_BP,35,Lottia,0,BP,8.14285714285714
2006-08-11,E,no,con,35_BP,35,Littorina,0,BP,8.14285714285714
2006-08-11,F,no,con,36_BP,36,Lottia,1,BP,8.14285714285714
2006-08-11,F,no,con,36_BP,36,Littorina,1,BP,8.14285714285714
2006-09-08,A,yes,in,1_BP,1,Littorina,28,BP,12.1428571428571
2006-09-08,B,yes,in,2_BP,2,Littorina,3,BP,12.1428571428571
2006-09-08,C,yes,in,3_BP,3,Littorina,44,BP,12.1428571428571
2006-09-08,D,yes,in,4_BP,4,Littorina,27,BP,12.1428571428571
2006-09-08,E,yes,in,5_BP,5,Littorina,14,BP,12.1428571428571
2006-09-08,F,yes,in,6_BP,6,Littorina,4,BP,12.1428571428571
2006-09-08,A,yes,out,7_BP,7,Littorina,17,BP,12.1428571428571
2006-09-08,B,yes,out,8_BP,8,Littorina,6,BP,12.1428571428571
2006-09-08,C,yes,out,9_BP,9,Littorina,13,BP,12.1428571428571
2006-09-08,D,yes,out,10_BP,10,Littorina,21,BP,12.1428571428571
2006-09-08,E,yes,out,11_BP,11,Littorina,32,BP,12.1428571428571
2006-09-08,F,yes,out,12_BP,12,Littorina,26,BP,12.1428571428571
2006-09-08,A,yes,con,13_BP,13,Lottia,4,BP,12.1428571428571
2006-09-08,A,yes,con,13_BP,13,Littorina,29,BP,12.1428571428571
2006-09-08,B,yes,con,14_BP,14,Lottia,8,BP,12.1428571428571
2006-09-08,B,yes,con,14_BP,14,Littorina,13,BP,12.1428571428571
2006-09-08,C,yes,con,15_BP,15,Lottia,8,BP,12.1428571428571
2006-09-08,C,yes,con,15_BP,15,Littorina,19,BP,12.1428571428571
2006-09-08,D,yes,con,16_BP,16,Lottia,2,BP,12.1428571428571
2006-09-08,D,yes,con,16_BP,16,Littorina,22,BP,12.1428571428571
2006-09-08,E,yes,con,17_BP,17,Lottia,2,BP,12.1428571428571
2006-09-08,E,yes,con,17_BP,17,Littorina,2,BP,12.1428571428571
2006-09-08,F,yes,con,18_BP,18,Lottia,0,BP,12.1428571428571
2006-09-08,F,yes,con,18_BP,18,Littorina,8,BP,12.1428571428571
2006-09-08,A,no,in,19_BP,19,Littorina,3,BP,12.1428571428571
2006-09-08,B,no,in,20_BP,20,Littorina,1,BP,12.1428571428571
2006-09-08,C,no,in,21_BP,21,Littorina,12,BP,12.1428571428571
2006-09-08,D,no,in,22_BP,22,Littorina,0,BP,12.1428571428571
2006-09-08,E,no,in,23_BP,23,Littorina,1,BP,12.1428571428571
2006-09-08,F,no,in,24_BP,24,Littorina,1,BP,12.1428571428571
2006-09-08,A,no,out,25_BP,25,Littorina,3,BP,12.1428571428571
2006-09-08,B,no,out,26_BP,26,Littorina,0,BP,12.1428571428571
2006-09-08,C,no,out,27_BP,27,Littorina,1,BP,12.1428571428571
2006-09-08,D,no,out,28_BP,28,Littorina,0,BP,12.1428571428571
2006-09-08,E,no,out,29_BP,29,Littorina,0,BP,12.1428571428571
2006-09-08,F,no,out,30_BP,30,Littorina,0,BP,12.1428571428571
2006-09-08,A,no,con,31_BP,31,Lottia,1,BP,12.1428571428571
2006-09-08,A,no,con,31_BP,31,Littorina,1,BP,12.1428571428571
2006-09-08,B,no,con,32_BP,32,Lottia,7,BP,12.1428571428571
2006-09-08,B,no,con,32_BP,32,Littorina,0,BP,12.1428571428571
2006-09-08,C,no,con,33_BP,33,Lottia,0,BP,12.1428571428571
2006-09-08,C,no,con,33_BP,33,Littorina,0,BP,12.1428571428571
2006-09-08,D,no,con,34_BP,34,Lottia,1,BP,12.1428571428571
2006-09-08,D,no,con,34_BP,34,Littorina,0,BP,12.1428571428571
2006-09-08,E,no,con,35_BP,35,Lottia,0,BP,12.1428571428571
2006-09-08,E,no,con,35_BP,35,Littorina,0,BP,12.1428571428571
2006-09-08,F,no,con,36_BP,36,Lottia,1,BP,12.1428571428571
2006-09-08,F,no,con,36_BP,36,Littorina,0,BP,12.1428571428571
2006-10-06,A,yes,in,1_BP,1,Littorina,23,BP,16.1428571428571
2006-10-06,B,yes,in,2_BP,2,Littorina,2,BP,16.1428571428571
2006-10-06,C,yes,in,3_BP,3,Littorina,24,BP,16.1428571428571
2006-10-06,D,yes,in,4_BP,4,Littorina,8,BP,16.1428571428571
2006-10-06,E,yes,in,5_BP,5,Littorina,7,BP,16.1428571428571
2006-10-06,F,yes,in,6_BP,6,Littorina,0,BP,16.1428571428571
2006-10-06,A,yes,out,7_BP,7,Littorina,10,BP,16.1428571428571
2006-10-06,B,yes,out,8_BP,8,Littorina,5,BP,16.1428571428571
2006-10-06,C,yes,out,9_BP,9,Littorina,7,BP,16.1428571428571
2006-10-06,D,yes,out,10_BP,10,Littorina,19,BP,16.1428571428571
2006-10-06,E,yes,out,11_BP,11,Littorina,39,BP,16.1428571428571
2006-10-06,F,yes,out,12_BP,12,Littorina,13,BP,16.1428571428571
2006-10-06,A,yes,con,13_BP,13,Lottia,6,BP,16.1428571428571
2006-10-06,A,yes,con,13_BP,13,Littorina,21,BP,16.1428571428571
2006-10-06,B,yes,con,14_BP,14,Lottia,7,BP,16.1428571428571
2006-10-06,B,yes,con,14_BP,14,Littorina,17,BP,16.1428571428571
2006-10-06,C,yes,con,15_BP,15,Lottia,5,BP,16.1428571428571
2006-10-06,C,yes,con,15_BP,15,Littorina,27,BP,16.1428571428571
2006-10-06,D,yes,con,16_BP,16,Lottia,4,BP,16.1428571428571
2006-10-06,D,yes,con,16_BP,16,Littorina,18,BP,16.1428571428571
2006-10-06,E,yes,con,17_BP,17,Lottia,0,BP,16.1428571428571
2006-10-06,E,yes,con,17_BP,17,Littorina,3,BP,16.1428571428571
2006-10-06,F,yes,con,18_BP,18,Lottia,2,BP,16.1428571428571
2006-10-06,F,yes,con,18_BP,18,Littorina,4,BP,16.1428571428571
2006-10-06,A,no,in,19_BP,19,Littorina,9,BP,16.1428571428571
2006-10-06,B,no,in,20_BP,20,Littorina,0,BP,16.1428571428571
2006-10-06,C,no,in,21_BP,21,Littorina,9,BP,16.1428571428571
2006-10-06,D,no,in,22_BP,22,Littorina,1,BP,16.1428571428571
2006-10-06,E,no,in,23_BP,23,Littorina,2,BP,16.1428571428571
2006-10-06,F,no,in,24_BP,24,Littorina,1,BP,16.1428571428571
2006-10-06,A,no,out,25_BP,25,Littorina,5,BP,16.1428571428571
2006-10-06,B,no,out,26_BP,26,Littorina,0,BP,16.1428571428571
2006-10-06,C,no,out,27_BP,27,Littorina,2,BP,16.1428571428571
2006-10-06,D,no,out,28_BP,28,Littorina,0,BP,16.1428571428571
2006-10-06,E,no,out,29_BP,29,Littorina,1,BP,16.1428571428571
2006-10-06,F,no,out,30_BP,30,Littorina,0,BP,16.1428571428571
2006-10-06,A,no,con,31_BP,31,Lottia,3,BP,16.1428571428571
2006-10-06,A,no,con,31_BP,31,Littorina,1,BP,16.1428571428571
2006-10-06,B,no,con,32_BP,32,Lottia,3,BP,16.1428571428571
2006-10-06,B,no,con,32_BP,32,Littorina,1,BP,16.1428571428571
2006-10-06,C,no,con,33_BP,33,Lottia,0,BP,16.1428571428571
2006-10-06,C,no,con,33_BP,33,Littorina,0,BP,16.1428571428571
2006-10-06,D,no,con,34_BP,34,Lottia,4,BP,16.1428571428571
2006-10-06,D,no,con,34_BP,34,Littorina,4,BP,16.1428571428571
2006-10-06,E,no,con,35_BP,35,Lottia,0,BP,16.1428571428571
2006-10-06,E,no,con,35_BP,35,Littorina,1,BP,16.1428571428571
2006-10-06,F,no,con,36_BP,36,Lottia,3,BP,16.1428571428571
2006-10-06,F,no,con,36_BP,36,Littorina,0,BP,16.1428571428571
2006-12-02,A,yes,in,1_BP,1,Littorina,22,BP,24.2916666666667
2006-12-02,B,yes,in,2_BP,2,Littorina,3,BP,24.2916666666667
2006-12-02,C,yes,in,3_BP,3,Littorina,28,BP,24.2916666666667
2006-12-02,D,yes,in,4_BP,4,Littorina,15,BP,24.2916666666667
2006-12-02,E,yes,in,5_BP,5,Littorina,21,BP,24.2916666666667
2006-12-02,F,yes,in,6_BP,6,Littorina,10,BP,24.2916666666667
2006-12-02,A,yes,out,7_BP,7,Littorina,7,BP,24.2916666666667
2006-12-02,B,yes,out,8_BP,8,Littorina,8,BP,24.2916666666667
2006-12-02,C,yes,out,9_BP,9,Littorina,10,BP,24.2916666666667
2006-12-02,D,yes,out,10_BP,10,Littorina,26,BP,24.2916666666667
2006-12-02,E,yes,out,11_BP,11,Littorina,51,BP,24.2916666666667
2006-12-02,F,yes,out,12_BP,12,Littorina,24,BP,24.2916666666667
2006-12-02,A,yes,con,13_BP,13,Lottia,4,BP,24.2916666666667
2006-12-02,A,yes,con,13_BP,13,Littorina,31,BP,24.2916666666667
2006-12-02,B,yes,con,14_BP,14,Lottia,6,BP,24.2916666666667
2006-12-02,B,yes,con,14_BP,14,Littorina,10,BP,24.2916666666667
2006-12-02,C,yes,con,15_BP,15,Lottia,3,BP,24.2916666666667
2006-12-02,C,yes,con,15_BP,15,Littorina,21,BP,24.2916666666667
2006-12-02,D,yes,con,16_BP,16,Lottia,7,BP,24.2916666666667
2006-12-02,D,yes,con,16_BP,16,Littorina,28,BP,24.2916666666667
2006-12-02,E,yes,con,17_BP,17,Lottia,2,BP,24.2916666666667
2006-12-02,E,yes,con,17_BP,17,Littorina,4,BP,24.2916666666667
2006-12-02,F,yes,con,18_BP,18,Lottia,3,BP,24.2916666666667
2006-12-02,F,yes,con,18_BP,18,Littorina,4,BP,24.2916666666667
2006-12-02,A,no,in,19_BP,19,Littorina,8,BP,24.2916666666667
2006-12-02,B,no,in,20_BP,20,Littorina,0,BP,24.2916666666667
2006-12-02,C,no,in,21_BP,21,Littorina,4,BP,24.2916666666667
2006-12-02,D,no,in,22_BP,22,Littorina,0,BP,24.2916666666667
2006-12-02,E,no,in,23_BP,23,Littorina,0,BP,24.2916666666667
2006-12-02,F,no,in,24_BP,24,Littorina,2,BP,24.2916666666667
2006-12-02,A,no,out,25_BP,25,Littorina,4,BP,24.2916666666667
2006-12-02,B,no,out,26_BP,26,Littorina,0,BP,24.2916666666667
2006-12-02,C,no,out,27_BP,27,Littorina,0,BP,24.2916666666667
2006-12-02,D,no,out,28_BP,28,Littorina,0,BP,24.2916666666667
2006-12-02,E,no,out,29_BP,29,Littorina,0,BP,24.2916666666667
2006-12-02,F,no,out,30_BP,30,Littorina,0,BP,24.2916666666667
2006-12-02,A,no,con,31_BP,31,Lottia,1,BP,24.2916666666667
2006-12-02,A,no,con,31_BP,31,Littorina,0,BP,24.2916666666667
2006-12-02,B,no,con,32_BP,32,Lottia,3,BP,24.2916666666667
2006-12-02,B,no,con,32_BP,32,Littorina,0,BP,24.2916666666667
2006-12-02,C,no,con,33_BP,33,Lottia,3,BP,24.2916666666667
2006-12-02,C,no,con,33_BP,33,Littorina,0,BP,24.2916666666667
2006-12-02,D,no,con,34_BP,34,Lottia,1,BP,24.2916666666667
2006-12-02,D,no,con,34_BP,34,Littorina,3,BP,24.2916666666667
2006-12-02,E,no,con,35_BP,35,Lottia,0,BP,24.2916666666667
2006-12-02,E,no,con,35_BP,35,Littorina,3,BP,24.2916666666667
2006-12-02,F,no,con,36_BP,36,Lottia,3,BP,24.2916666666667
2006-12-02,F,no,con,36_BP,36,Littorina,3,BP,24.2916666666667
2007-01-30,A,yes,in,1_BP,1,Littorina,21,BP,32.7202380952381
2007-01-30,B,yes,in,2_BP,2,Littorina,1,BP,32.7202380952381
2007-01-30,C,yes,in,3_BP,3,Littorina,13,BP,32.7202380952381
2007-01-30,D,yes,in,4_BP,4,Littorina,12,BP,32.7202380952381
2007-01-30,E,yes,in,5_BP,5,Littorina,10,BP,32.7202380952381
2007-01-30,F,yes,in,6_BP,6,Littorina,2,BP,32.7202380952381
2007-01-30,A,yes,out,7_BP,7,Littorina,2,BP,32.7202380952381
2007-01-30,B,yes,out,8_BP,8,Littorina,8,BP,32.7202380952381
2007-01-30,C,yes,out,9_BP,9,Littorina,8,BP,32.7202380952381
2007-01-30,D,yes,out,10_BP,10,Littorina,12,BP,32.7202380952381
2007-01-30,E,yes,out,11_BP,11,Littorina,11,BP,32.7202380952381
2007-01-30,F,yes,out,12_BP,12,Littorina,25,BP,32.7202380952381
2007-01-30,A,yes,con,13_BP,13,Lottia,1,BP,32.7202380952381
2007-01-30,A,yes,con,13_BP,13,Littorina,11,BP,32.7202380952381
2007-01-30,B,yes,con,14_BP,14,Lottia,7,BP,32.7202380952381
2007-01-30,B,yes,con,14_BP,14,Littorina,6,BP,32.7202380952381
2007-01-30,C,yes,con,15_BP,15,Lottia,2,BP,32.7202380952381
2007-01-30,C,yes,con,15_BP,15,Littorina,14,BP,32.7202380952381
2007-01-30,D,yes,con,16_BP,16,Lottia,5,BP,32.7202380952381
2007-01-30,D,yes,con,16_BP,16,Littorina,14,BP,32.7202380952381
2007-01-30,E,yes,con,17_BP,17,Lottia,1,BP,32.7202380952381
2007-01-30,E,yes,con,17_BP,17,Littorina,5,BP,32.7202380952381
2007-01-30,F,yes,con,18_BP,18,Lottia,1,BP,32.7202380952381
2007-01-30,F,yes,con,18_BP,18,Littorina,6,BP,32.7202380952381
2007-01-30,A,no,in,19_BP,19,Littorina,2,BP,32.7202380952381
2007-01-30,B,no,in,20_BP,20,Littorina,0,BP,32.7202380952381
2007-01-30,C,no,in,21_BP,21,Littorina,6,BP,32.7202380952381
2007-01-30,D,no,in,22_BP,22,Littorina,0,BP,32.7202380952381
2007-01-30,E,no,in,23_BP,23,Littorina,1,BP,32.7202380952381
2007-01-30,F,no,in,24_BP,24,Littorina,2,BP,32.7202380952381
2007-01-30,A,no,out,25_BP,25,Littorina,0,BP,32.7202380952381
2007-01-30,B,no,out,26_BP,26,Littorina,0,BP,32.7202380952381
2007-01-30,C,no,out,27_BP,27,Littorina,1,BP,32.7202380952381
2007-01-30,D,no,out,28_BP,28,Littorina,0,BP,32.7202380952381
2007-01-30,E,no,out,29_BP,29,Littorina,0,BP,32.7202380952381
2007-01-30,F,no,out,30_BP,30,Littorina,1,BP,32.7202380952381
2007-01-30,A,no,con,31_BP,31,Lottia,1,BP,32.7202380952381
2007-01-30,A,no,con,31_BP,31,Littorina,2,BP,32.7202380952381
2007-01-30,B,no,con,32_BP,32,Lottia,0,BP,32.7202380952381
2007-01-30,B,no,con,32_BP,32,Littorina,1,BP,32.7202380952381
2007-01-30,C,no,con,33_BP,33,Lottia,0,BP,32.7202380952381
2007-01-30,C,no,con,33_BP,33,Littorina,0,BP,32.7202380952381
2007-01-30,D,no,con,34_BP,34,Lottia,1,BP,32.7202380952381
2007-01-30,D,no,con,34_BP,34,Littorina,1,BP,32.7202380952381
2007-01-30,E,no,con,35_BP,35,Lottia,0,BP,32.7202380952381
2007-01-30,E,no,con,35_BP,35,Littorina,2,BP,32.7202380952381
2007-01-30,F,no,con,36_BP,36,Lottia,1,BP,32.7202380952381
2007-01-30,F,no,con,36_BP,36,Littorina,1,BP,32.7202380952381
2007-04-06,A,yes,in,1_BP,1,Littorina,14,BP,42.1428571428571
2007-04-06,B,yes,in,2_BP,2,Littorina,1,BP,42.1428571428571
2007-04-06,C,yes,in,3_BP,3,Littorina,5,BP,42.1428571428571
2007-04-06,D,yes,in,4_BP,4,Littorina,2,BP,42.1428571428571
2007-04-06,E,yes,in,5_BP,5,Littorina,6,BP,42.1428571428571
2007-04-06,F,yes,in,6_BP,6,Littorina,3,BP,42.1428571428571
2007-04-06,A,yes,out,7_BP,7,Littorina,6,BP,42.1428571428571
2007-04-06,B,yes,out,8_BP,8,Littorina,1,BP,42.1428571428571
2007-04-06,C,yes,out,9_BP,9,Littorina,13,BP,42.1428571428571
2007-04-06,D,yes,out,10_BP,10,Littorina,18,BP,42.1428571428571
2007-04-06,E,yes,out,11_BP,11,Littorina,14,BP,42.1428571428571
2007-04-06,F,yes,out,12_BP,12,Littorina,10,BP,42.1428571428571
2007-04-06,A,yes,con,13_BP,13,Lottia,2,BP,42.1428571428571
2007-04-06,A,yes,con,13_BP,13,Littorina,19,BP,42.1428571428571
2007-04-06,B,yes,con,14_BP,14,Lottia,8,BP,42.1428571428571
2007-04-06,B,yes,con,14_BP,14,Littorina,10,BP,42.1428571428571
2007-04-06,C,yes,con,15_BP,15,Lottia,2,BP,42.1428571428571
2007-04-06,C,yes,con,15_BP,15,Littorina,27,BP,42.1428571428571
2007-04-06,D,yes,con,16_BP,16,Lottia,3,BP,42.1428571428571
2007-04-06,D,yes,con,16_BP,16,Littorina,12,BP,42.1428571428571
2007-04-06,E,yes,con,17_BP,17,Lottia,2,BP,42.1428571428571
2007-04-06,E,yes,con,17_BP,17,Littorina,2,BP,42.1428571428571
2007-04-06,F,yes,con,18_BP,18,Lottia,0,BP,42.1428571428571
2007-04-06,F,yes,con,18_BP,18,Littorina,2,BP,42.1428571428571
2007-04-06,A,no,in,19_BP,19,Littorina,5,BP,42.1428571428571
2007-04-06,B,no,in,20_BP,20,Littorina,0,BP,42.1428571428571
2007-04-06,C,no,in,21_BP,21,Littorina,1,BP,42.1428571428571
2007-04-06,D,no,in,22_BP,22,Littorina,0,BP,42.1428571428571
2007-04-06,E,no,in,23_BP,23,Littorina,0,BP,42.1428571428571
2007-04-06,F,no,in,24_BP,24,Littorina,2,BP,42.1428571428571
2007-04-06,A,no,out,25_BP,25,Littorina,0,BP,42.1428571428571
2007-04-06,B,no,out,26_BP,26,Littorina,0,BP,42.1428571428571
2007-04-06,C,no,out,27_BP,27,Littorina,2,BP,42.1428571428571
