date,block,barnacles,limpets,plot_location,plot,species,count,location,timediff
2007-04-06,D,no,out,28_BP,28,Littorina,0,BP,42.1428571428571
2007-04-06,E,no,out,29_BP,29,Littorina,0,BP,42.1428571428571
2007-04-06,F,no,out,30_BP,30,Littorina,4,BP,42.1428571428571
2007-04-06,A,no,con,31_BP,31,Lottia,2,BP,42.1428571428571
2007-04-06,A,no,con,31_BP,31,Littorina,1,BP,42.1428571428571
2007-04-06,B,no,con,32_BP,32,Lottia,0,BP,42.1428571428571
2007-04-06,B,no,con,32_BP,32,Littorina,1,BP,42.1428571428571
2007-04-06,C,no,con,33_BP,33,Lottia,7,BP,42.1428571428571
2007-04-06,C,no,con,33_BP,33,Littorina,0,BP,42.1428571428571
2007-04-06,D,no,con,34_BP,34,Lottia,2,BP,42.1428571428571
2007-04-06,D,no,con,34_BP,34,Littorina,2,BP,42.1428571428571
2007-04-06,E,no,con,35_BP,35,Lottia,0,BP,42.1428571428571
2007-04-06,E,no,con,35_BP,35,Littorina,3,BP,42.1428571428571
2007-04-06,F,no,con,36_BP,36,Lottia,1,BP,42.1428571428571
2007-04-06,F,no,con,36_BP,36,Littorina,3,BP,42.1428571428571
2007-06-05,A,yes,in,1_BP,1,Littorina,13,BP,50.7142857142857
2007-06-05,B,yes,in,2_BP,2,Littorina,3,BP,50.7142857142857
2007-06-05,C,yes,in,3_BP,3,Littorina,4,BP,50.7142857142857
2007-06-05,D,yes,in,4_BP,4,Littorina,2,BP,50.7142857142857
2007-06-05,E,yes,in,5_BP,5,Littorina,8,BP,50.7142857142857
2007-06-05,F,yes,in,6_BP,6,Littorina,3,BP,50.7142857142857
2007-06-05,A,yes,out,7_BP,7,Littorina,12,BP,50.7142857142857
2007-06-05,B,yes,out,8_BP,8,Littorina,13,BP,50.7142857142857
2007-06-05,C,yes,out,9_BP,9,Littorina,30,BP,50.7142857142857
2007-06-05,D,yes,out,10_BP,10,Littorina,7,BP,50.7142857142857
2007-06-05,E,yes,out,11_BP,11,Littorina,16,BP,50.7142857142857
2007-06-05,F,yes,out,12_BP,12,Littorina,8,BP,50.7142857142857
2007-06-05,A,yes,con,13_BP,13,Lottia,3,BP,50.7142857142857
2007-06-05,A,yes,con,13_BP,13,Littorina,7,BP,50.7142857142857
2007-06-05,B,yes,con,14_BP,14,Lottia,10,BP,50.7142857142857
2007-06-05,B,yes,con,14_BP,14,Littorina,9,BP,50.7142857142857
2007-06-05,C,yes,con,15_BP,15,Lottia,3,BP,50.7142857142857
2007-06-05,C,yes,con,15_BP,15,Littorina,24,BP,50.7142857142857
2007-06-05,D,yes,con,16_BP,16,Lottia,6,BP,50.7142857142857
2007-06-05,D,yes,con,16_BP,16,Littorina,11,BP,50.7142857142857
2007-06-05,E,yes,con,17_BP,17,Lottia,1,BP,50.7142857142857
2007-06-05,E,yes,con,17_BP,17,Littorina,5,BP,50.7142857142857
2007-06-05,F,yes,con,18_BP,18,Lottia,3,BP,50.7142857142857
2007-06-05,F,yes,con,18_BP,18,Littorina,4,BP,50.7142857142857
2007-06-05,A,no,in,19_BP,19,Littorina,4,BP,50.7142857142857
2007-06-05,B,no,in,20_BP,20,Littorina,0,BP,50.7142857142857
2007-06-05,C,no,in,21_BP,21,Littorina,3,BP,50.7142857142857
2007-06-05,D,no,in,22_BP,22,Littorina,0,BP,50.7142857142857
2007-06-05,E,no,in,23_BP,23,Littorina,0,BP,50.7142857142857
2007-06-05,F,no,in,24_BP,24,Littorina,3,BP,50.7142857142857
2007-06-05,A,no,out,25_BP,25,Littorina,0,BP,50.7142857142857
2007-06-05,B,no,out,26_BP,26,Littorina,1,BP,50.7142857142857
2007-06-05,C,no,out,27_BP,27,Littorina,1,BP,50.7142857142857
2007-06-05,D,no,out,28_BP,28,Littorina,0,BP,50.7142857142857
2007-06-05,E,no,out,29_BP,29,Littorina,0,BP,50.7142857142857
2007-06-05,F,no,out,30_BP,30,Littorina,1,BP,50.7142857142857
2007-06-05,A,no,con,31_BP,31,Lottia,1,BP,50.7142857142857
2007-06-05,A,no,con,31_BP,31,Littorina,0,BP,50.7142857142857
2007-06-05,B,no,con,32_BP,32,Lottia,3,BP,50.7142857142857
2007-06-05,B,no,con,32_BP,32,Littorina,0,BP,50.7142857142857
2007-06-05,C,no,con,33_BP,33,Lottia,3,BP,50.7142857142857
2007-06-05,C,no,con,33_BP,33,Littorina,0,BP,50.7142857142857
2007-06-05,D,no,con,34_BP,34,Lottia,2,BP,50.7142857142857
2007-06-05,D,no,con,34_BP,34,Littorina,3,BP,50.7142857142857
2007-06-05,E,no,con,35_BP,35,Lottia,0,BP,50.7142857142857
2007-06-05,E,no,con,35_BP,35,Littorina,0,BP,50.7142857142857
2007-06-05,F,no,con,36_BP,36,Lottia,2,BP,50.7142857142857
2007-06-05,F,no,con,36_BP,36,Littorina,2,BP,50.7142857142857
2007-07-17,A,yes,in,1_BP,1,Littorina,1,BP,56.7142857142857
2007-07-17,B,yes,in,2_BP,2,Littorina,10,BP,56.7142857142857
2007-07-17,C,yes,in,3_BP,3,Littorina,3,BP,56.7142857142857
2007-07-17,D,yes,in,4_BP,4,Littorina,4,BP,56.7142857142857
2007-07-17,E,yes,in,5_BP,5,Littorina,7,BP,56.7142857142857
2007-07-17,F,yes,in,6_BP,6,Littorina,3,BP,56.7142857142857
2007-07-17,A,yes,out,7_BP,7,Littorina,0,BP,56.7142857142857
2007-07-17,B,yes,out,8_BP,8,Littorina,34,BP,56.7142857142857
2007-07-17,C,yes,out,9_BP,9,Littorina,21,BP,56.7142857142857
2007-07-17,D,yes,out,10_BP,10,Littorina,0,BP,56.7142857142857
2007-07-17,E,yes,out,11_BP,11,Littorina,27,BP,56.7142857142857
2007-07-17,F,yes,out,12_BP,12,Littorina,2,BP,56.7142857142857
2007-07-17,A,yes,con,13_BP,13,Lottia,0,BP,56.7142857142857
2007-07-17,A,yes,con,13_BP,13,Littorina,1,BP,56.7142857142857
2007-07-17,B,yes,con,14_BP,14,Lottia,7,BP,56.7142857142857
2007-07-17,B,yes,con,14_BP,14,Littorina,13,BP,56.7142857142857
2007-07-17,C,yes,con,15_BP,15,Lottia,1,BP,56.7142857142857
2007-07-17,C,yes,con,15_BP,15,Littorina,9,BP,56.7142857142857
2007-07-17,D,yes,con,16_BP,16,Lottia,0,BP,56.7142857142857
2007-07-17,D,yes,con,16_BP,16,Littorina,3,BP,56.7142857142857
2007-07-17,E,yes,con,17_BP,17,Lottia,0,BP,56.7142857142857
2007-07-17,E,yes,con,17_BP,17,Littorina,0,BP,56.7142857142857
2007-07-17,F,yes,con,18_BP,18,Lottia,0,BP,56.7142857142857
2007-07-17,F,yes,con,18_BP,18,Littorina,6,BP,56.7142857142857
2007-07-17,A,no,in,19_BP,19,Littorina,1,BP,56.7142857142857
2007-07-17,B,no,in,20_BP,20,Littorina,2,BP,56.7142857142857
2007-07-17,C,no,in,21_BP,21,Littorina,6,BP,56.7142857142857
2007-07-17,D,no,in,22_BP,22,Littorina,0,BP,56.7142857142857
2007-07-17,E,no,in,23_BP,23,Littorina,0,BP,56.7142857142857
2007-07-17,F,no,in,24_BP,24,Littorina,2,BP,56.7142857142857
2007-07-17,A,no,out,25_BP,25,Littorina,0,BP,56.7142857142857
2007-07-17,B,no,out,26_BP,26,Littorina,0,BP,56.7142857142857
2007-07-17,C,no,out,27_BP,27,Littorina,1,BP,56.7142857142857
2007-07-17,D,no,out,28_BP,28,Littorina,0,BP,56.7142857142857
2007-07-17,E,no,out,29_BP,29,Littorina,0,BP,56.7142857142857
2007-07-17,F,no,out,30_BP,30,Littorina,1,BP,56.7142857142857
2007-07-17,A,no,con,31_BP,31,Lottia,0,BP,56.7142857142857
2007-07-17,A,no,con,31_BP,31,Littorina,0,BP,56.7142857142857
2007-07-17,B,no,con,32_BP,32,Lottia,1,BP,56.7142857142857
2007-07-17,B,no,con,32_BP,32,Littorina,0,BP,56.7142857142857
2007-07-17,C,no,con,33_BP,33,Lottia,0,BP,56.7142857142857
2007-07-17,C,no,con,33_BP,33,Littorina,0,BP,56.7142857142857
2007-07-17,D,no,con,34_BP,34,Lottia,0,BP,56.7142857142857
2007-07-17,D,no,con,34_BP,34,Littorina,0,BP,56.7142857142857
2007-07-17,E,no,con,35_BP,35,Lottia,0,BP,56.7142857142857
2007-07-17,E,no,con,35_BP,35,Littorina,1,BP,56.7142857142857
2007-07-17,F,no,con,36_BP,36,Lottia,0,BP,56.7142857142857
2007-07-17,F,no,con,36_BP,36,Littorina,1,BP,56.7142857142857
2006-04-26,A,no,con,7_PA,7,Siphonaria,0,PA,19.2857142857143
2006-05-12,A,no,con,7_PA,7,Siphonaria,0,PA,21.5714285714286
2006-06-12,A,no,con,7_PA,7,Siphonaria,0,PA,26
2006-08-09,A,no,con,7_PA,7,Siphonaria,0,PA,34.2857142857143
2006-09-09,A,no,con,7_PA,7,Siphonaria,0,PA,38.7142857142857
2006-10-07,A,no,con,7_PA,7,Siphonaria,0,PA,42.7142857142857
2006-11-09,A,no,con,7_PA,7,Siphonaria,0,PA,47.4285714285714
2006-12-04,A,no,con,7_PA,7,Siphonaria,0,PA,51
2007-01-06,A,no,con,7_PA,7,Siphonaria,0,PA,55.7142857142857
2007-02-19,A,no,con,7_PA,7,Siphonaria,0,PA,62
2006-04-26,A,no,con,8_PA,8,Siphonaria,2,PA,19.2857142857143
2006-05-12,A,no,con,8_PA,8,Siphonaria,2,PA,21.5714285714286
2006-06-12,A,no,con,8_PA,8,Siphonaria,1,PA,26
2006-08-09,A,no,con,8_PA,8,Siphonaria,1,PA,34.2857142857143
2006-09-09,A,no,con,8_PA,8,Siphonaria,0,PA,38.7142857142857
2006-10-07,A,no,con,8_PA,8,Siphonaria,1,PA,42.7142857142857
2006-11-09,A,no,con,8_PA,8,Siphonaria,2,PA,47.4285714285714
2006-12-04,A,no,con,8_PA,8,Siphonaria,4,PA,51
2007-01-06,A,no,con,8_PA,8,Siphonaria,3,PA,55.7142857142857
2007-02-19,A,no,con,8_PA,8,Siphonaria,1,PA,62
2006-04-26,A,no,con,9_PA,9,Siphonaria,1,PA,19.2857142857143
2006-05-12,A,no,con,9_PA,9,Siphonaria,1,PA,21.5714285714286
2006-06-12,A,no,con,9_PA,9,Siphonaria,1,PA,26
2006-08-09,A,no,con,9_PA,9,Siphonaria,0,PA,34.2857142857143
2006-09-09,A,no,con,9_PA,9,Siphonaria,0,PA,38.7142857142857
2006-10-07,A,no,con,9_PA,9,Siphonaria,0,PA,42.7142857142857
2006-11-09,A,no,con,9_PA,9,Siphonaria,0,PA,47.4285714285714
2006-12-04,A,no,con,9_PA,9,Siphonaria,0,PA,51
2007-01-06,A,no,con,9_PA,9,Siphonaria,0,PA,55.7142857142857
2007-02-19,A,no,con,9_PA,9,Siphonaria,0,PA,62
2006-04-26,A,no,con,10_PA,10,Siphonaria,2,PA,19.2857142857143
2006-05-12,A,no,con,10_PA,10,Siphonaria,2,PA,21.5714285714286
2006-06-12,A,no,con,10_PA,10,Siphonaria,5,PA,26
2006-08-09,A,no,con,10_PA,10,Siphonaria,5,PA,34.2857142857143
2006-09-09,A,no,con,10_PA,10,Siphonaria,7,PA,38.7142857142857
2006-10-07,A,no,con,10_PA,10,Siphonaria,7,PA,42.7142857142857
2006-11-09,A,no,con,10_PA,10,Siphonaria,6,PA,47.4285714285714
2006-12-04,A,no,con,10_PA,10,Siphonaria,7,PA,51
2007-01-06,A,no,con,10_PA,10,Siphonaria,6,PA,55.7142857142857
2007-02-19,A,no,con,10_PA,10,Siphonaria,4,PA,62
2006-04-26,A,no,con,11_PA,11,Siphonaria,0,PA,19.2857142857143
2006-05-12,A,no,con,11_PA,11,Siphonaria,0,PA,21.5714285714286
2006-06-12,A,no,con,11_PA,11,Siphonaria,1,PA,26
2006-08-09,A,no,con,11_PA,11,Siphonaria,1,PA,34.2857142857143
2006-09-09,A,no,con,11_PA,11,Siphonaria,1,PA,38.7142857142857
2006-10-07,A,no,con,11_PA,11,Siphonaria,1,PA,42.7142857142857
2006-11-09,A,no,con,11_PA,11,Siphonaria,1,PA,47.4285714285714
2006-12-04,A,no,con,11_PA,11,Siphonaria,1,PA,51
2007-01-06,A,no,con,11_PA,11,Siphonaria,0,PA,55.7142857142857
2007-02-19,A,no,con,11_PA,11,Siphonaria,0,PA,62
2006-04-26,A,no,con,12_PA,12,Siphonaria,0,PA,19.2857142857143
2006-05-12,A,no,con,12_PA,12,Siphonaria,0,PA,21.5714285714286
2006-06-12,A,no,con,12_PA,12,Siphonaria,0,PA,26
2006-08-09,A,no,con,12_PA,12,Siphonaria,1,PA,34.2857142857143
2006-09-09,A,no,con,12_PA,12,Siphonaria,2,PA,38.7142857142857
2006-10-07,A,no,con,12_PA,12,Siphonaria,1,PA,42.7142857142857
2006-11-09,A,no,con,12_PA,12,Siphonaria,0,PA,47.4285714285714
2006-12-04,A,no,con,12_PA,12,Siphonaria,0,PA,51
2007-01-06,A,no,con,12_PA,12,Siphonaria,0,PA,55.7142857142857
2007-02-19,A,no,con,12_PA,12,Siphonaria,0,PA,62
2006-04-26,A,yes,con,29_PA,29,Siphonaria,16,PA,19.2857142857143
2006-05-12,A,yes,con,29_PA,29,Siphonaria,16,PA,21.5714285714286
2006-06-12,A,yes,con,29_PA,29,Siphonaria,13,PA,26
2006-08-09,A,yes,con,29_PA,29,Siphonaria,6,PA,34.2857142857143
2006-09-09,A,yes,con,29_PA,29,Siphonaria,10,PA,38.7142857142857
2006-10-07,A,yes,con,29_PA,29,Siphonaria,11,PA,42.7142857142857
2006-11-09,A,yes,con,29_PA,29,Siphonaria,13,PA,47.4285714285714
2006-12-04,A,yes,con,29_PA,29,Siphonaria,10,PA,51
2007-01-06,A,yes,con,29_PA,29,Siphonaria,14,PA,55.7142857142857
2007-02-19,A,yes,con,29_PA,29,Siphonaria,11,PA,62
2006-04-26,A,yes,con,30_PA,30,Siphonaria,3,PA,19.2857142857143
2006-05-12,A,yes,con,30_PA,30,Siphonaria,2,PA,21.5714285714286
2006-06-12,A,yes,con,30_PA,30,Siphonaria,5,PA,26
2006-08-09,A,yes,con,30_PA,30,Siphonaria,4,PA,34.2857142857143
2006-09-09,A,yes,con,30_PA,30,Siphonaria,4,PA,38.7142857142857
2006-10-07,A,yes,con,30_PA,30,Siphonaria,6,PA,42.7142857142857
2006-11-09,A,yes,con,30_PA,30,Siphonaria,7,PA,47.4285714285714
2006-12-04,A,yes,con,30_PA,30,Siphonaria,3,PA,51
2007-01-06,A,yes,con,30_PA,30,Siphonaria,4,PA,55.7142857142857
2007-02-19,A,yes,con,30_PA,30,Siphonaria,3,PA,62
2006-04-26,A,yes,con,31_PA,31,Siphonaria,5,PA,19.2857142857143
2006-05-12,A,yes,con,31_PA,31,Siphonaria,3,PA,21.5714285714286
2006-06-12,A,yes,con,31_PA,31,Siphonaria,4,PA,26
2006-08-09,A,yes,con,31_PA,31,Siphonaria,5,PA,34.2857142857143
2006-09-09,A,yes,con,31_PA,31,Siphonaria,7,PA,38.7142857142857
2006-10-07,A,yes,con,31_PA,31,Siphonaria,8,PA,42.7142857142857
2006-11-09,A,yes,con,31_PA,31,Siphonaria,7,PA,47.4285714285714
2006-12-04,A,yes,con,31_PA,31,Siphonaria,4,PA,51
2007-01-06,A,yes,con,31_PA,31,Siphonaria,5,PA,55.7142857142857
2007-02-19,A,yes,con,31_PA,31,Siphonaria,4,PA,62
2006-04-26,A,yes,con,32_PA,32,Siphonaria,5,PA,19.2857142857143
2006-05-12,A,yes,con,32_PA,32,Siphonaria,5,PA,21.5714285714286
2006-06-12,A,yes,con,32_PA,32,Siphonaria,8,PA,26
2006-08-09,A,yes,con,32_PA,32,Siphonaria,11,PA,34.2857142857143
2006-09-09,A,yes,con,32_PA,32,Siphonaria,10,PA,38.7142857142857
2006-10-07,A,yes,con,32_PA,32,Siphonaria,6,PA,42.7142857142857
2006-11-09,A,yes,con,32_PA,32,Siphonaria,10,PA,47.4285714285714
2006-12-04,A,yes,con,32_PA,32,Siphonaria,9,PA,51
2007-01-06,A,yes,con,32_PA,32,Siphonaria,8,PA,55.7142857142857
2007-02-19,A,yes,con,32_PA,32,Siphonaria,6,PA,62
2006-04-26,A,yes,con,33_PA,33,Siphonaria,7,PA,19.2857142857143
2006-05-12,A,yes,con,33_PA,33,Siphonaria,4,PA,21.5714285714286
2006-06-12,A,yes,con,33_PA,33,Siphonaria,5,PA,26
2006-08-09,A,yes,con,33_PA,33,Siphonaria,7,PA,34.2857142857143
2006-09-09,A,yes,con,33_PA,33,Siphonaria,9,PA,38.7142857142857
2006-10-07,A,yes,con,33_PA,33,Siphonaria,4,PA,42.7142857142857
2006-11-09,A,yes,con,33_PA,33,Siphonaria,9,PA,47.4285714285714
2006-12-04,A,yes,con,33_PA,33,Siphonaria,7,PA,51
2007-01-06,A,yes,con,33_PA,33,Siphonaria,8,PA,55.7142857142857
2007-02-19,A,yes,con,33_PA,33,Siphonaria,7,PA,62
2006-04-26,A,yes,con,34_PA,34,Siphonaria,7,PA,19.2857142857143
2006-05-12,A,yes,con,34_PA,34,Siphonaria,6,PA,21.5714285714286
2006-06-12,A,yes,con,34_PA,34,Siphonaria,8,PA,26
2006-08-09,A,yes,con,34_PA,34,Siphonaria,8,PA,34.2857142857143
2006-09-09,A,yes,con,34_PA,34,Siphonaria,7,PA,38.7142857142857
2006-10-07,A,yes,con,34_PA,34,Siphonaria,5,PA,42.7142857142857
2006-11-09,A,yes,con,34_PA,34,Siphonaria,7,PA,47.4285714285714
2006-12-04,A,yes,con,34_PA,34,Siphonaria,5,PA,51
2007-01-06,A,yes,con,34_PA,34,Siphonaria,4,PA,55.7142857142857
2007-02-19,A,yes,con,34_PA,34,Siphonaria,5,PA,62
2005-12-12,A,no,con,7_PA,7,Siphonaria,2,PA,0
2005-12-12,A,no,con,8_PA,8,Siphonaria,6,PA,0
2005-12-12,A,no,con,9_PA,9,Siphonaria,3,PA,0
2005-12-12,A,no,con,10_PA,10,Siphonaria,8,PA,0
2005-12-12,A,no,con,11_PA,11,Siphonaria,4,PA,0
2005-12-12,A,no,con,12_PA,12,Siphonaria,4,PA,0
2005-12-12,A,yes,con,29_PA,29,Siphonaria,3,PA,0
2005-12-12,A,yes,con,30_PA,30,Siphonaria,8,PA,0
2005-12-12,A,yes,con,31_PA,31,Siphonaria,5,PA,0
2005-12-12,A,yes,con,32_PA,32,Siphonaria,6,PA,0
2005-12-12,A,yes,con,33_PA,33,Siphonaria,3,PA,0
2005-12-12,A,yes,con,34_PA,34,Siphonaria,5,PA,0
