date,block,barnacles,limpets,plot,Bgrec,Cdrec,#Lot,#Lot+added,#Lit,rawU,rawP,raws,rawperen,%U,%P,%s,%ephem,%peren,logBg,logCd,LogLit,t%ephem,t%peren,rawLdigchange,%Ldigchange,rawblockchange,%blockchange,cumulativeBgrec,cumulativeCdrec,log(cBg+1),log(cCd+1),note
06-Oct-06,A,no,con,31,0,3,3,3,1,0,0,0,0.5,0,0,0,0,1.388888889,0,0.602059991,0.301029996,0,0.118125653,2,2,,,,,,,
06-Oct-06,B,no,con,32,2,1,3,3,1,0,0,0,0.18,0,0,0,0,0.5,0.477121255,0.301029996,0.301029996,0,0.070769737,-4,-0.571428571,,,,,,,
06-Oct-06,C,no,con,33,0,0,0,0,0,0,0,0,0.36,0,0,0,0,1,0,0,0,0,0.100167421,0,#DIV/0!,,,,,,,
06-Oct-06,D,no,con,34,1,0,4,4,4,0,0,0,0,0,0,0,0,0,0.301029996,0,0.698970004,0,0,3,3,,,,,,,
06-Oct-06,E,no,con,35,0,4,0,0,1,0,0,0,1,0,0,0,0,2.777777778,0,0.698970004,0.301029996,0,0.167448079,0,#DIV/0!,,,,,,,
06-Oct-06,F,no,con,36,8,21,3,3,0,0,0,0,0.18,0,0,0,0,0.5,0.954242509,1.342422681,0,0,0.070769737,2,2,,,,,,,
02-Dec-06,A,yes,in,1,1,0,4,4,22,0,0,0,0.26,0,0,0,0,0.5,0.301029996,0,1.361727836,0,0.070769737,1,0.333333333,-3,-0.2,,,,,
02-Dec-06,B,yes,in,2,1,5,6,6,3,0,0,0,3.5,0,0,0,0,6.730769231,0.301029996,0.77815125,0.602059991,0,0.262439467,-3,-0.333333333,-4,-0.166666667,,,,,
02-Dec-06,C,yes,in,3,1,0,6,6,28,0,0,0,5.26,0,0,0,0,10.11538462,0.301029996,0,1.462397998,0,0.32366873,1,0.2,2,0.125,,,,,
02-Dec-06,D,yes,in,4,1,0,5,5,15,0,0,0,3.26,0,0,0,0,6.269230769,0.301029996,0,1.204119983,0,0.253077199,2,0.666666667,2,0.142857143,,,,,
02-Dec-06,E,yes,in,5,2,0,2,2,21,0,0,0,5,0,0,0,0,9.615384615,0.477121255,0,1.342422681,0,0.31528437,0,0,2,0.5,,,,,
02-Dec-06,F,yes,in,6,2,2,6,6,10,0,0,0,3.26,0,0,0,0,6.269230769,0.477121255,0.477121255,1.041392685,0,0.253077199,2,0.5,3,0.25,,,,,
02-Dec-06,A,yes,out,7,1,6,,,7,0.26,0,0,0.5,0.5,0,0,0.5,0.961538462,0.301029996,0.84509804,0.903089987,0.070769737,0.098215896,,,,,,,,,
02-Dec-06,B,yes,out,8,1,1,,,8,0,0,0,23,0,0,0,0,44.23076923,0.301029996,0.301029996,0.954242509,0,0.727577067,,,,,,,,,
02-Dec-06,C,yes,out,9,2,1,,,10,0.26,0,7,1.78,0.5,0,14,14.5,3.423076923,0.477121255,0.301029996,1.041392685,0.390649059,0.186087728,,,,,,,,,
02-Dec-06,D,yes,out,10,3,0,,,26,0.26,0,0,1.52,0.5,0,0,0.5,2.923076923,0.602059991,0,1.431363764,0.070769737,0.171814165,,,,,,,,,
02-Dec-06,E,yes,out,11,6,3,,,51,0,0,0,5,0,0,0,0,9.615384615,0.84509804,0.602059991,1.716003344,0,0.31528437,,,,,,,,,
02-Dec-06,F,yes,out,12,4,8,,,24,2,4,0,13,4,8,0,12,25,0.698970004,0.954242509,1.397940009,0.353741606,0.523598776,,,,,,,,,
02-Dec-06,A,yes,con,13,5,1,4,4,31,0,0,0,0.26,0,0,0,0,0.5,0.77815125,0.301029996,1.505149978,0,0.070769737,-2,-0.333333333,,,,,,,
02-Dec-06,B,yes,con,14,1,1,6,6,10,0,0,0,5.26,0,0,0,0,10.11538462,0.301029996,0.301029996,1.041392685,0,0.32366873,-1,-0.142857143,,,,,,,
02-Dec-06,C,yes,con,15,4,3,3,3,21,0,0,0,2.52,0,0,0,0,4.846153846,0.698970004,0.602059991,1.342422681,0,0.2219578,-2,-0.4,,,,,,,
02-Dec-06,D,yes,con,16,0,0,7,7,28,0,0,0,0.26,0,0,0,0,0.5,0,0,1.462397998,0,0.070769737,3,0.75,,,,,,,
02-Dec-06,E,yes,con,17,0,1,2,2,4,0,0,0,8.26,0,0,0,0,15.88461538,0,0.301029996,0.698970004,0,0.409940853,2,#DIV/0!,,,,,,,
02-Dec-06,F,yes,con,18,9,9,3,3,4,0,0,0,1,0,0,0,0,1.923076923,1,1,0.698970004,0,0.139123411,1,0.5,,,,,,,
02-Dec-06,A,no,in,19,1,0,3,3,8,0,0,0,0,0,0,0,0,0,0.301029996,0,0.954242509,0,0,0,0,,,,,,,
02-Dec-06,B,no,in,20,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0.84509804,0,0,0,0,0,,,,,,,
02-Dec-06,C,no,in,21,1,4,6,6,4,0,0,0,0.26,0,0,0,0,0.5,0.301029996,0.698970004,0.698970004,0,0.070769737,0,0,,,,,,,
02-Dec-06,D,no,in,22,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
02-Dec-06,E,no,in,23,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
02-Dec-06,F,no,in,24,6,5,3,3,2,0,0,0,0,0,0,0,0,0,0.84509804,0.77815125,0.477121255,0,0,0,0,,,,,,,
02-Dec-06,A,no,out,25,0,0,,,4,0,3,32,0,0,6,64,70,0,0,0,0.698970004,0.991156586,0,,,,,,,,,
02-Dec-06,B,no,out,26,2,4,,,0,15,7,0,0,30,14,0,44,0,0.477121255,0.698970004,0,0.725253222,0,,,,,,,,,
02-Dec-06,C,no,out,27,0,0,,,0,7,8,28,0.5,14,16,56,86,0.961538462,0,0,0,1.187299323,0.098215896,,,,,,,,,
02-Dec-06,D,no,out,28,0,0,,,0,4,4,35,0,8,8,70,86,0,0,0,0,1.187299323,0,,,,,,,,,
02-Dec-06,E,no,out,29,1,0,,,0,1,2,22,0,2,4,44,50,0,0.301029996,0,0,0.785398163,0,,,,,,,,,
02-Dec-06,F,no,out,30,1,0,,,0,2,7,0,0,4,14,0,18,0,0.301029996,0,0,0.438149031,0,,,,,,,,,
02-Dec-06,A,no,con,31,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0.77815125,0.301029996,0,0,0,-2,-0.666666667,,,,,,,
02-Dec-06,B,no,con,32,4,3,3,3,0,0,0,0,2,0,0,0,0,3.846153846,0.698970004,0.602059991,0,0,0.19739556,0,0,,,,,,,
02-Dec-06,C,no,con,33,1,2,3,3,0,0,0,0,0.26,0,0,0,0,0.5,0.301029996,0.477121255,0,0,0.070769737,3,#DIV/0!,,,,,,,
02-Dec-06,D,no,con,34,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0.301029996,0.477121255,0.602059991,0,0,-3,-0.75,,,,,,,
02-Dec-06,E,no,con,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.602059991,0,0,0,#DIV/0!,,,,,,,
02-Dec-06,F,no,con,36,5,12,3,3,3,0,0,0,0,0,0,0,0,0,0.77815125,1.113943352,0.602059991,0,0,0,0,,,,,,,
30-Jan-07,A,yes,in,1,0,0,3,3,21,0,0,0,0.26,0,0,0,0,0.5,0,0,1.342422681,0,0.070769737,-1,-0.25,-4,-0.333333333,,,,,
30-Jan-07,B,yes,in,2,11,5,8,8,1,0,0,0,1.26,0,0,0,0,2.423076923,1.079181246,0.77815125,0.301029996,0,0.156297948,2,0.333333333,0,0,,,,,
30-Jan-07,C,yes,in,3,2,0,6,6,13,0,0,0,10,0,0,0,0,19.23076923,0.477121255,0,1.146128036,0,0.453961252,0,0,-4,-0.222222222,,,,,
30-Jan-07,D,yes,in,4,2,0,5,5,12,0,0,0,4,0,0,0,0,7.692307692,0.477121255,0,1.113943352,0,0.281034902,0,0,-2,-0.125,,,,,
30-Jan-07,E,yes,in,5,0,0,2,2,10,0,0,0,8.26,0,0,0,0,15.88461538,0,0,1.041392685,0,0.409940853,0,0,-2,-0.333333333,,,,,
30-Jan-07,F,yes,in,6,9,4,6,6,2,0,0,0,3,0,0,0,0,5.769230769,1,0.698970004,0.477121255,0,0.242563874,0,0,-4,-0.266666667,,,,,
30-Jan-07,A,yes,out,7,5,0,,,2,0,1,1,0.26,0,1.923076923,1.923076923,3.846153846,0.5,0.77815125,0,0.477121255,0.19739556,0.070769737,,,,,,,,,
30-Jan-07,B,yes,out,8,13,1,,,8,0,0,0,17,0,0,0,0,32.69230769,1.146128036,0.301029996,0.954242509,0,0.60866397,,,,,,,,,
30-Jan-07,C,yes,out,9,6,1,,,8,9,0,8,2,17.30769231,0,15.38461538,32.69230769,3.846153846,0.84509804,0.301029996,0.954242509,0.60866397,0.19739556,,,,,,,,,
30-Jan-07,D,yes,out,10,2,0,,,12,0,0,0,0.26,0,0,0,0,0.5,0.477121255,0,1.113943352,0,0.070769737,,,,,,,,,
30-Jan-07,E,yes,out,11,8,0,,,11,0,0,0,8,0,0,0,0,15.38461538,0.954242509,0,1.079181246,0,0.403057074,,,,,,,,,
30-Jan-07,F,yes,out,12,21,2,,,25,0.26,0,0,9.26,0.5,0,0,0.5,17.80769231,1.342422681,0.477121255,1.414973348,0.070769737,0.435640996,,,,,,,,,
30-Jan-07,A,yes,con,13,2,1,1,1,11,0,0,0,0.5,0,0,0,0,0.961538462,0.477121255,0.301029996,1.079181246,0,0.098215896,-3,-0.75,,,,,,,
30-Jan-07,B,yes,con,14,8,3,7,7,6,0,0,0,5.26,0,0,0,0,10.11538462,0.954242509,0.602059991,0.84509804,0,0.32366873,1,0.166666667,,,,,,,
30-Jan-07,C,yes,con,15,9,1,2,2,14,0,0,0,2.52,0,0,0,0,4.846153846,1,0.301029996,1.176091259,0,0.2219578,-1,-0.333333333,,,,,,,
30-Jan-07,D,yes,con,16,2,0,5,5,14,0,0,0,0.26,0,0,0,0,0.5,0.477121255,0,1.176091259,0,0.070769737,-2,-0.285714286,,,,,,,
30-Jan-07,E,yes,con,17,4,2,1,1,5,0,0,0,8,0,0,0,0,15.38461538,0.698970004,0.477121255,0.77815125,0,0.403057074,-1,-0.5,,,,,,,
30-Jan-07,F,yes,con,18,19,10,1,1,6,0,0,0,0.26,0,0,0,0,0.5,1.301029996,1.041392685,0.84509804,0,0.070769737,-2,-0.666666667,,,,,,,
30-Jan-07,A,no,in,19,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0.477121255,0,0,0,0,,,,,,,
30-Jan-07,B,no,in,20,4,7,5,5,0,0,0,0,0.5,0,0,0,0,0.961538462,0.698970004,0.903089987,0,0,0.098215896,0,0,,,,,,,
30-Jan-07,C,no,in,21,3,2,6,6,6,0,0,0,0.26,0,0,0,0,0.5,0.602059991,0.477121255,0.84509804,0,0.070769737,0,0,,,,,,,
30-Jan-07,D,no,in,22,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
30-Jan-07,E,no,in,23,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0.602059991,0.301029996,0,0,-1,-0.5,,,,,,,
30-Jan-07,F,no,in,24,17,4,3,3,2,0,0,0,1,0,0,0,0,1.923076923,1.255272505,0.698970004,0.477121255,0,0.139123411,0,0,,,,,,,
30-Jan-07,A,no,out,25,0,0,,,0,0,16,34,0,0,30.76923077,65.38461538,96.15384615,0,0,0,0,1.373400767,0,,,,,,,,,
30-Jan-07,B,no,out,26,13,1,,,0,1,1,16,0,1.923076923,1.923076923,30.76923077,34.61538462,0,1.146128036,0.301029996,0,0.629014802,0,,,,,,,,,
30-Jan-07,C,no,out,27,2,0,,,1,6,6,35,1,11.53846154,11.53846154,67.30769231,90.38461538,1.923076923,0.477121255,0,0.301029996,1.255511957,0.139123411,,,,,,,,,
30-Jan-07,D,no,out,28,0,0,,,0,0.26,3,10,0,0.5,5.769230769,19.23076923,25.5,0,0,0,0,0.529353287,0,,,,,,,,,
30-Jan-07,E,no,out,29,1,0,,,0,2,4,42,0,3.846153846,7.692307692,80.76923077,92.30769231,0,0.301029996,0,0,1.289761425,0,,,,,,,,,
30-Jan-07,F,no,out,30,21,4,,,1,0,8,0,0.26,0,15.38461538,0,15.38461538,0.5,1.342422681,0.698970004,0.301029996,0.403057074,0.070769737,,,,,,,,,
30-Jan-07,A,no,con,31,6,1,1,1,2,0,1,0,0,0,1.923076923,0,1.923076923,0,0.84509804,0.301029996,0.477121255,0.139123411,0,0,0,,,,,,,
30-Jan-07,B,no,con,32,12,2,0,0,1,0,0,0,1.5,0,0,0,0,2.884615385,1.113943352,0.477121255,0.301029996,0,0.170668886,-3,-1,,,,,,,
30-Jan-07,C,no,con,33,5,2,0,0,0,0,0,0,0.5,0,0,0,0,0.961538462,0.77815125,0.477121255,0,0,0.098215896,-3,-1,,,,,,,
30-Jan-07,D,no,con,34,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0.602059991,0,0.301029996,0,0,0,0,,,,,,,
30-Jan-07,E,no,con,35,2,0,0,0,2,0,0,0,1.26,0,0,0,0,2.423076923,0.477121255,0,0.477121255,0,0.156297948,0,#DIV/0!,,,,,,,
30-Jan-07,F,no,con,36,22,13,1,1,1,0,0,0,0,0,0,0,0,0,1.361727836,1.146128036,0.301029996,0,0,-2,-0.666666667,,,,,,,
06-Apr-07,A,yes,in,1,1,0,3,3,14,0,0,0,0,0,0,0,0,0,0.301029996,0,1.176091259,0,0,0,0,1,0.125,,,,,
06-Apr-07,B,yes,in,2,10,6,8,8,1,0,0,0,3.5,0,0,0,0,9.722222222,1.041392685,0.84509804,0.301029996,0,0.31709192,0,0,0,0,,,,,
06-Apr-07,C,yes,in,3,1,0,0,5,5,0,0,0,26,0,0,0,0,72.22222222,0.301029996,0,0.77815125,0,1.015675159,-6,-1,1,0.071428571,,,,,
06-Apr-07,D,yes,in,4,0,0,2,2,2,0,0,0,17,0,0,0,0,47.22222222,0,0,0.477121255,0,0.757606077,-3,-0.6,-4,-0.285714286,,,,,
06-Apr-07,E,yes,in,5,0,0,1,2,6,0,0,0,21,0,0,0,0,58.33333333,0,0,0.84509804,0,0.869122203,-1,-0.5,0,0,,,,,
06-Apr-07,F,yes,in,6,7,3,5,5,3,0,0,0,0.36,0,0,0,0,1,0.903089987,0.602059991,0.602059991,0,0.100167421,-1,-0.166666667,-1,-0.090909091,,,,,
06-Apr-07,A,yes,out,7,3,3,,,6,0,0,1.18,0,0,0,3.277777778,3.277777778,0,0.602059991,0.602059991,0.84509804,0.182050271,0,,,,,,,,,
06-Apr-07,B,yes,out,8,11,2,,,1,0,0,3,21.18,0,0,8.333333333,8.333333333,58.83333333,1.079181246,0.477121255,0.301029996,0.292842772,0.87419757,,,,,,,,,
06-Apr-07,C,yes,out,9,6,2,,,13,0,0,7,5.5,0,0,19.44444444,19.44444444,15.27777778,0.84509804,0.477121255,1.146128036,0.456666385,0.401574403,,,,,,,,,
06-Apr-07,D,yes,out,10,3,2,,,18,0,0,0,0.18,0,0,0,0,0.5,0.602059991,0.477121255,1.278753601,0,0.070769737,,,,,,,,,
06-Apr-07,E,yes,out,11,3,4,,,14,0,0,0,27,0,0,0,0,75,0.602059991,0.698970004,1.176091259,0,1.047197551,,,,,,,,,
06-Apr-07,F,yes,out,12,10,1,,,10,0,0,0,16.18,0,0,0,0,44.94444444,1.041392685,0.301029996,1.041392685,0,0.734756067,,,,,,,,,
06-Apr-07,A,yes,con,13,1,1,2,2,19,0,0,0,1,0,0,0,0,2.777777778,0.301029996,0.301029996,1.301029996,0,0.167448079,1,1,,,,,,,
06-Apr-07,B,yes,con,14,13,7,8,8,10,0,0,0,11,0,0,0,0,30.55555556,1.146128036,0.903089987,1.041392685,0,0.585685543,1,0.142857143,,,,,,,
06-Apr-07,C,yes,con,15,8,12,2,2,27,0,0,0,7,0,0,0,0,19.44444444,0.954242509,1.113943352,1.447158031,0,0.456666385,0,0,,,,,,,
06-Apr-07,D,yes,con,16,5,1,3,3,12,0,0,0,3,0,0,0,0,8.333333333,0.77815125,0.301029996,1.113943352,0,0.292842772,-2,-0.4,,,,,,,
06-Apr-07,E,yes,con,17,6,2,2,2,2,0,0,0,20,0,0,0,0,55.55555556,0.84509804,0.477121255,0.477121255,0,0.841068671,1,1,,,,,,,
06-Apr-07,F,yes,con,18,6,14,0,0,2,0,0,0,2,0,0,0,0,5.555555556,0.84509804,1.176091259,0.477121255,0,0.237941125,-1,-1,,,,,,,
06-Apr-07,A,no,in,19,1,0,2,2,5,0,0,0,0.18,0,0,0,0,0.5,0.301029996,0,0.77815125,0,0.070769737,-1,-0.333333333,,,,,,,
06-Apr-07,B,no,in,20,1,7,4,4,0,0,0,0,1,0,0,0,0,2.777777778,0.301029996,0.903089987,0,0,0.167448079,-1,-0.2,,,,,,,
06-Apr-07,C,no,in,21,3,9,6,6,1,0,0,0,0.68,0,0,0,0,1.888888889,0.602059991,1,0.301029996,0,0.137873245,0,0,,,,,,,
06-Apr-07,D,no,in,22,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
06-Apr-07,E,no,in,23,2,2,1,2,0,0,0,1,0,0,0,2.777777778,2.777777778,0,0.477121255,0.477121255,0,0.167448079,0,0,0,,,,,,,
06-Apr-07,F,no,in,24,2,3,4,4,2,0,0,0,1,0,0,0,0,2.777777778,0.477121255,0.602059991,0.477121255,0,0.167448079,1,0.333333333,,,,,,,
06-Apr-07,A,no,out,25,2,1,,,0,0,6,25,0,0,16.66666667,69.44444444,86.11111111,0,0.477121255,0.301029996,0,1.188903079,0,,,,,,,,,
06-Apr-07,B,no,out,26,13,1,,,0,0,0,0,1,0,0,0,0,2.777777778,1.146128036,0.301029996,0,0,0.167448079,,,,,,,,,"copper compromised, replaced on this date"
06-Apr-07,C,no,out,27,9,1,,,2,0,3,25,1.68,0,8.333333333,69.44444444,77.77777778,4.666666667,1,0.301029996,0.477121255,1.079913649,0.217741178,,,,,,,,,
06-Apr-07,D,no,out,28,1,0,,,0,0,0.18,29,0,0,0.5,80.55555556,81.05555556,0,0.301029996,0,0,1.120477985,0,,,,,,,,,
06-Apr-07,E,no,out,29,4,0,,,0,0,0,27,0,0,0,75,75,0,0.698970004,0,0,1.047197551,0,,,,,,,,,
06-Apr-07,F,no,out,30,2,2,,,4,0,1,26,0.18,0,2.777777778,72.22222222,75,0.5,0.477121255,0.477121255,0.698970004,1.047197551,0.070769737,,,,,,,,,
06-Apr-07,A,no,con,31,6,10,2,2,1,0,1,0,1,0,2.777777778,0,2.777777778,2.777777778,0.84509804,1.041392685,0.301029996,0.167448079,0.167448079,1,1,,,,,,,
06-Apr-07,B,no,con,32,6,19,0,0,1,0,0,0,4,0,0,0,0,11.11111111,0.84509804,1.301029996,0.301029996,0,0.339836909,0,#DIV/0!,,,,,,,
06-Apr-07,C,no,con,33,3,5,7,7,0,0,0,0,1,0,0,0,0,2.777777778,0.602059991,0.77815125,0,0,0.167448079,7,#DIV/0!,,,,,,,
06-Apr-07,D,no,con,34,6,1,2,2,2,0,0,0,0,0,0,0,0,0,0.84509804,0.301029996,0.477121255,0,0,1,1,,,,,,,
06-Apr-07,E,no,con,35,4,5,0,0,3,0,0,0,1.18,0,0,0,0,3.277777778,0.698970004,0.77815125,0.602059991,0,0.182050271,0,#DIV/0!,,,,,,,
06-Apr-07,F,no,con,36,7,12,1,1,3,0,0,0,0,0,0,0,0,0,0.903089987,1.113943352,0.602059991,0,0,0,0,,,,,,,
05-Jun-07,A,yes,in,1,150,0,1,2,13,0,0,0,0.26,0,0,0,0,0.5,2.178976947,0,1.146128036,0,0.070769737,-2,-0.666666667,-2,-0.222222222,,,,,
05-Jun-07,B,yes,in,2,26,4,8,8,3,0,0,0,3,0,0,0,0,5.769230769,1.431363764,0.698970004,0.602059991,0,0.242563874,0,0,5,0.25,,,,,
05-Jun-07,C,yes,in,3,7,1,1,2,4,0,0,0,47,0,0,0,0,90.38461538,0.903089987,0.301029996,0.698970004,0,1.255511957,-4,-0.8,-8,-0.4,,,,,
05-Jun-07,D,yes,in,4,4,0,1,2,2,0,0,0,23,0,0,0,0,44.23076923,0.698970004,0,0.477121255,0,0.727577067,-1,-0.5,1,0.1,,,,,
05-Jun-07,E,yes,in,5,18,0,0,2,8,0,0,0,15,0,0,0,0,28.84615385,1.278753601,0,0.954242509,0,0.566978939,-2,-1,-3,-0.5,,,,,
05-Jun-07,F,yes,in,6,54,1,4,4,3,0,0,0,1.26,0,0,0,0,2.423076923,1.740362689,0.301029996,0.602059991,0,0.156297948,-1,-0.2,1,0.1,,,,,
05-Jun-07,A,yes,out,7,96,0,,,12,0,0,0,0.26,0,0,0,0,0.5,1.986771734,0,1.113943352,0,0.070769737,,,,,,,,,
05-Jun-07,B,yes,out,8,175,1,,,13,0,0,0,32,0,0,0,0,61.53846154,2.245512668,0.301029996,1.146128036,0,0.901832253,,,,,,,,,
05-Jun-07,C,yes,out,9,146,1,,,30,1,0,2,10,1.923076923,0,3.846153846,5.769230769,19.23076923,2.167317335,0.301029996,1.491361694,0.242563874,0.453961252,,,,,,,,,
05-Jun-07,D,yes,out,10,6,0,,,7,1,0,0,1,1.923076923,0,0,1.923076923,1.923076923,0.84509804,0,0.903089987,0.139123411,0.139123411,,,,,,,,,
05-Jun-07,E,yes,out,11,2,2,,,16,0,0,0,34,0,0,0,0,65.38461538,0.477121255,0.477121255,1.230448921,0,0.941781524,,,,,,,,,
05-Jun-07,F,yes,out,12,238,0,,,8,6,0,0,3,11.53846154,0,0,11.53846154,5.769230769,2.378397901,0,0.954242509,0.346579954,0.242563874,,,,,,,,,
05-Jun-07,A,yes,con,13,21,1,3,3,7,0,0,0,3,0,0,0,0,5.769230769,1.342422681,0.301029996,0.903089987,0,0.242563874,1,0.5,,,,,,,
05-Jun-07,B,yes,con,14,170,3,10,10,9,0,0,0,8,0,0,0,0,15.38461538,2.23299611,0.602059991,1,0,0.403057074,2,0.25,,,,,,,
05-Jun-07,C,yes,con,15,62,1,3,3,24,0,0,0,5.26,0,0,0,0,10.11538462,1.799340549,0.301029996,1.397940009,0,0.32366873,1,0.5,,,,,,,
05-Jun-07,D,yes,con,16,3,2,6,6,11,0,0,0,2,0,0,0,0,3.846153846,0.602059991,0.477121255,1.079181246,0,0.19739556,3,1,,,,,,,
05-Jun-07,E,yes,con,17,23,1,1,1,5,0,0,0,18,0,0,0,0,34.61538462,1.380211242,0.301029996,0.77815125,0,0.629014802,-1,-0.5,,,,,,,
05-Jun-07,F,yes,con,18,54,2,3,3,4,0,0,0,1,0,0,0,0,1.923076923,1.740362689,0.477121255,0.698970004,0,0.139123411,3,#DIV/0!,,,,,,,
05-Jun-07,A,no,in,19,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0.477121255,0.698970004,0,0,0,0,,,,,,,
05-Jun-07,B,no,in,20,17,2,4,4,0,0,0,0,1,0,0,0,0,1.923076923,1.255272505,0.477121255,0,0,0.139123411,0,0,,,,,,,
05-Jun-07,C,no,in,21,8,4,5,5,3,0,0,0,2,0,0,0,0,3.846153846,0.954242509,0.698970004,0.602059991,0,0.19739556,-1,-0.166666667,,,,,,,
05-Jun-07,D,no,in,22,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.333333333,,,,,,,
05-Jun-07,E,no,in,23,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0.301029996,0,0,0,0,0,,,,,,,
05-Jun-07,F,no,in,24,29,4,2,2,3,0,0,0,0,0,0,0,0,0,1.477121255,0.698970004,0.602059991,0,0,-2,-0.5,,,,,,,
05-Jun-07,A,no,out,25,76,0,,,0,1,1,47,0,1.923076923,1.923076923,90.38461538,94.23076923,0,1.886490725,0,0,1.328232453,0,,,,,,,,,
05-Jun-07,B,no,out,26,235,1,,,1,2,0,0,0,3.846153846,0,0,3.846153846,0,2.372912003,0.301029996,0.301029996,0.19739556,0,,,,,,,,,
05-Jun-07,C,no,out,27,197,1,,,1,16,0,17,4,30.76923077,0,32.69230769,63.46153846,7.692307692,2.29666519,0.301029996,0.301029996,0.921695273,0.281034902,,,,,,,,,
05-Jun-07,D,no,out,28,8,0,,,0,7,0,32,0,13.46153846,0,61.53846154,75,0,0.954242509,0,0,1.047197551,0,,,,,,,,,
05-Jun-07,E,no,out,29,23,0,,,0,18,0,26,0,34.61538462,0,50,84.61538462,0,1.380211242,0,0,1.167739252,0,,,,,,,,,
05-Jun-07,F,no,out,30,109,0,,,1,33,0,0,0.26,63.46153846,0,0,63.46153846,0.5,2.041392685,0,0.301029996,0.921695273,0.070769737,,,,,,,,,
05-Jun-07,A,no,con,31,6,2,1,1,0,0.26,0,0,1.26,0.5,0,0,0.5,2.423076923,0.84509804,0.477121255,0,0.070769737,0.156297948,-1,-0.5,,,,,,,
05-Jun-07,B,no,con,32,19,5,3,3,0,0,0,0,1,0,0,0,0,1.923076923,1.301029996,0.77815125,0,0,0.139123411,3,#DIV/0!,,,,,,,
05-Jun-07,C,no,con,33,4,2,3,3,0,0,0,0,1,0,0,0,0,1.923076923,0.698970004,0.477121255,0,0,0.139123411,-4,-0.571428571,,,,,,,
05-Jun-07,D,no,con,34,3,0,2,2,3,0,0,0,0,0,0,0,0,0,0.602059991,0,0.602059991,0,0,0,0,,,,,,,
05-Jun-07,E,no,con,35,0,2,0,0,0,0,0,0,0.26,0,0,0,0,0.5,0,0.477121255,0,0,0.070769737,0,#DIV/0!,,,,,,,
05-Jun-07,F,no,con,36,13,1,2,2,2,0,0,0,0.26,0,0,0,0,0.5,1.146128036,0.301029996,0.477121255,0,0.070769737,1,1,,,,,,,
17-Jul-07,A,yes,in,1,3,0,0,,1,0,0,0,1,0,0,0,0,1.923076923,0.602059991,0,0.301029996,0,0.139123411,-2,-1,-8,-1,,,,,
17-Jul-07,B,yes,in,2,19,8,0,,10,0,0,0,3,0,0,0,0,5.769230769,1.301029996,0.954242509,1.041392685,0,0.242563874,-8,-1,-17,-0.68,,,,,
17-Jul-07,C,yes,in,3,5,0,1,,3,0,0,0,49,0,0,0,0,94.23076923,0.77815125,0,0.602059991,0,1.328232453,-1,-0.5,-10,-0.769230769,,,,,
17-Jul-07,D,yes,in,4,3,0,0,,4,0,0,0,25,0,0,0,0,48.07692308,0.602059991,0,0.698970004,0,0.76616265,-2,-1,-12,-1,,,,,
17-Jul-07,E,yes,in,5,10,0,0,,7,0,0,0,15,0,0,0,0,28.84615385,1.041392685,0,0.903089987,0,0.566978939,-2,-1,-5,-1,,,,,
17-Jul-07,F,yes,in,6,7,6,5,,3,0,0,0,3,0,0,0,0,5.769230769,0.903089987,0.84509804,0.602059991,0,0.242563874,1,0.25,-4,-0.363636364,,,,,
17-Jul-07,A,yes,out,7,6,2,,,0,0,0,0,4,0,0,0,0,7.692307692,0.84509804,0.477121255,0,0,0.281034902,,,,,,,,,
17-Jul-07,B,yes,out,8,56,0,,,34,0,0,0,35,0,0,0,0,67.30769231,1.755874856,0,1.544068044,0,0.962132357,,,,,,,,,
17-Jul-07,C,yes,out,9,44,5,,,21,1.26,0,0,13,2.423076923,0,0,2.423076923,25,1.653212514,0.77815125,1.342422681,0.156297948,0.523598776,,,,,,,,,
17-Jul-07,D,yes,out,10,3,0,,,0,7,0,0,1,13.46153846,0,0,13.46153846,1.923076923,0.602059991,0,0,0.375674091,0.139123411,,,,,,,,,
17-Jul-07,E,yes,out,11,15,0,,,27,0,0,0,30,0,0,0,0,57.69230769,1.204119983,0,1.447158031,0,0.862627963,,,,,,,,,
17-Jul-07,F,yes,out,12,4,1,,,2,30,0,0,0.26,57.69230769,0,0,57.69230769,0.5,0.698970004,0.301029996,0.477121255,0.862627963,0.070769737,,,,,,,,,
