date,time,number,temp
08/15/2006,8:01:00,2,15
08/15/2006,9:01:00,2,16.5
08/15/2006,10:01:00,2,19
08/15/2006,11:01:00,2,21
08/15/2006,12:01:00,2,26
08/15/2006,13:01:00,2,29.5
08/15/2006,14:01:00,2,33
08/15/2006,15:01:00,2,33.5
08/15/2006,16:01:00,2,37
08/15/2006,17:01:00,2,26.5
08/15/2006,18:01:00,2,18
08/15/2006,19:01:00,2,18.5
08/15/2006,20:01:00,2,18.5
08/15/2006,21:01:00,2,15.5
08/15/2006,22:01:00,2,14
08/15/2006,23:01:00,2,13
08/16/2006,0:01:00,2,12.5
08/16/2006,1:01:00,2,12
08/16/2006,2:01:00,2,11.5
08/16/2006,3:01:00,2,11
08/16/2006,4:01:00,2,11
08/16/2006,5:01:00,2,11.5
08/16/2006,6:01:00,2,12
08/16/2006,7:01:00,2,12.5
08/16/2006,8:01:00,2,13.5
08/16/2006,9:01:00,2,14.5
08/16/2006,10:01:00,2,16.5
08/16/2006,11:01:00,2,18
08/16/2006,12:01:00,2,20.5
08/16/2006,13:01:00,2,23.5
08/16/2006,14:01:00,2,26.5
08/16/2006,15:01:00,2,32.5
08/16/2006,16:01:00,2,26.5
08/16/2006,17:01:00,2,21
08/16/2006,18:01:00,2,17
08/16/2006,19:01:00,2,15.5
08/16/2006,20:01:00,2,15
08/16/2006,21:01:00,2,14.5
08/16/2006,22:01:00,2,13.5
08/16/2006,23:01:00,2,13
08/17/2006,0:01:00,2,12.5
08/17/2006,1:01:00,2,12.5
08/17/2006,2:01:00,2,12.5
08/17/2006,3:01:00,2,12.5
08/17/2006,4:01:00,2,12.5
08/17/2006,5:01:00,2,13
08/17/2006,6:01:00,2,12.5
08/17/2006,7:01:00,2,13
08/17/2006,8:01:00,2,14
08/17/2006,9:01:00,2,15.5
08/17/2006,10:01:00,2,17.5
08/17/2006,11:01:00,2,19
08/17/2006,12:01:00,2,24
08/17/2006,13:01:00,2,29
08/17/2006,14:01:00,2,32.5
08/17/2006,15:01:00,2,36
08/17/2006,16:01:00,2,38.5
08/17/2006,17:01:00,2,37.5
08/17/2006,18:01:00,2,36
08/17/2006,19:01:00,2,28.5
08/17/2006,20:01:00,2,21.5
08/17/2006,21:01:00,2,19
08/17/2006,22:01:00,2,18
08/17/2006,23:01:00,2,17.5
08/18/2006,0:01:00,2,17
08/18/2006,1:01:00,2,16.5
08/18/2006,2:01:00,2,16
08/18/2006,3:01:00,2,15.5
08/18/2006,4:01:00,2,15.5
08/18/2006,5:01:00,2,15
08/18/2006,6:01:00,2,15
08/18/2006,7:01:00,2,15
08/18/2006,8:01:00,2,16
08/18/2006,9:01:00,2,18
08/18/2006,10:01:00,2,19.5
08/18/2006,11:01:00,2,22.5
08/18/2006,12:01:00,2,26
08/18/2006,13:01:00,2,30
08/18/2006,14:01:00,2,33.5
08/18/2006,15:01:00,2,36.5
08/18/2006,16:01:00,2,38.5
08/18/2006,17:01:00,2,35
08/18/2006,18:01:00,2,37.5
08/18/2006,19:01:00,2,34.5
08/18/2006,20:01:00,2,27
08/18/2006,21:01:00,2,19
08/18/2006,22:01:00,2,16.5
08/18/2006,23:01:00,2,15.5
08/19/2006,0:01:00,2,15
08/19/2006,1:01:00,2,14
08/19/2006,2:01:00,2,13.5
08/19/2006,3:01:00,2,12.5
08/19/2006,4:01:00,2,12
08/19/2006,5:01:00,2,12
08/19/2006,6:01:00,2,11.5
08/19/2006,7:01:00,2,11.5
08/19/2006,8:01:00,2,13.5
08/19/2006,9:01:00,2,15.5
08/19/2006,10:01:00,2,18
08/19/2006,11:01:00,2,21.5
08/19/2006,12:01:00,2,25.5
08/19/2006,13:01:00,2,31.5
08/19/2006,14:01:00,2,36.5
08/19/2006,15:01:00,2,38.5
08/19/2006,16:01:00,2,39.5
08/19/2006,17:01:00,2,37.5
08/19/2006,18:01:00,2,36
08/19/2006,19:01:00,2,31.5
08/19/2006,20:01:00,2,24
08/19/2006,21:01:00,2,18
08/19/2006,22:01:00,2,16
08/19/2006,23:01:00,2,14.5
08/20/2006,0:01:00,2,13
08/20/2006,1:01:00,2,12.5
08/20/2006,2:01:00,2,12
08/20/2006,3:01:00,2,12
08/20/2006,4:01:00,2,11.5
08/20/2006,5:01:00,2,11
08/20/2006,6:01:00,2,10.5
08/20/2006,7:01:00,2,12
08/20/2006,8:01:00,2,14
08/20/2006,9:01:00,2,16.5
08/20/2006,10:01:00,2,18
08/20/2006,11:01:00,2,21
08/20/2006,12:01:00,2,25.5
08/20/2006,13:01:00,2,30.5
08/20/2006,14:01:00,2,34
08/20/2006,15:01:00,2,36
08/20/2006,16:01:00,2,38
08/20/2006,17:01:00,2,36.5
08/20/2006,18:01:00,2,33
08/20/2006,19:01:00,2,27
08/20/2006,20:01:00,2,22
08/20/2006,21:01:00,2,19.5
08/20/2006,22:01:00,2,18.5
08/20/2006,23:01:00,2,16.5
08/21/2006,0:01:00,2,15.5
08/21/2006,1:01:00,2,15
08/21/2006,2:01:00,2,15
08/21/2006,3:01:00,2,14
08/21/2006,4:01:00,2,13.5
08/21/2006,5:01:00,2,13.5
08/21/2006,6:01:00,2,13
08/21/2006,7:01:00,2,13
08/21/2006,8:01:00,2,13.5
08/21/2006,9:01:00,2,15.5
08/21/2006,10:01:00,2,16.5
08/21/2006,11:01:00,2,18.5
08/21/2006,12:01:00,2,20
08/21/2006,13:01:00,2,23.5
08/21/2006,14:01:00,2,30
08/21/2006,15:01:00,2,35
08/21/2006,16:01:00,2,28.5
08/21/2006,17:01:00,2,23.5
08/21/2006,18:01:00,2,20.5
08/21/2006,19:01:00,2,18.5
08/21/2006,20:01:00,2,17
08/21/2006,21:01:00,2,16
08/21/2006,22:01:00,2,15
08/21/2006,23:01:00,2,14.5
08/22/2006,0:01:00,2,13.5
08/22/2006,1:01:00,2,13
08/22/2006,2:01:00,2,13.5
08/22/2006,3:01:00,2,13.5
08/22/2006,4:01:00,2,13.5
08/22/2006,5:01:00,2,13.5
08/22/2006,6:01:00,2,13.5
08/22/2006,7:01:00,2,13.5
08/22/2006,8:01:00,2,14
08/22/2006,9:01:00,2,15
08/22/2006,10:01:00,2,16.5
08/22/2006,11:01:00,2,16.5
08/22/2006,12:01:00,2,18
08/22/2006,13:01:00,2,18.5
08/22/2006,14:01:00,2,20
08/22/2006,15:01:00,2,20.5
08/22/2006,16:01:00,2,22.5
08/22/2006,17:01:00,2,25
08/22/2006,18:01:00,2,21
08/22/2006,19:01:00,2,19
08/22/2006,20:01:00,2,17
08/22/2006,21:01:00,2,16
08/22/2006,22:01:00,2,15
08/22/2006,23:01:00,2,15
08/23/2006,0:01:00,2,14.5
08/23/2006,1:01:00,2,14
08/23/2006,2:01:00,2,14
08/23/2006,3:01:00,2,14
08/23/2006,4:01:00,2,13.5
08/23/2006,5:01:00,2,13.5
08/23/2006,6:01:00,2,13.5
08/23/2006,7:01:00,2,13.5
08/23/2006,8:01:00,2,13.5
08/23/2006,9:01:00,2,14.5
08/23/2006,10:01:00,2,15
08/23/2006,11:01:00,2,17
08/23/2006,12:01:00,2,21
08/23/2006,13:01:00,2,25
08/23/2006,14:01:00,2,26
08/23/2006,15:01:00,2,25.5
08/23/2006,16:01:00,2,25
08/23/2006,17:01:00,2,25.5
08/23/2006,18:01:00,2,21
08/23/2006,19:01:00,2,18.5
08/23/2006,20:01:00,2,17
08/23/2006,21:01:00,2,16
08/23/2006,22:01:00,2,15.5
08/23/2006,23:01:00,2,15.5
08/24/2006,0:01:00,2,15
08/24/2006,1:01:00,2,14.5
08/24/2006,2:01:00,2,14
08/24/2006,3:01:00,2,14
08/24/2006,4:01:00,2,13.5
08/24/2006,5:01:00,2,13.5
08/24/2006,6:01:00,2,13.5
08/24/2006,7:01:00,2,13.5
08/24/2006,8:01:00,2,14.5
08/24/2006,9:01:00,2,16.5
08/24/2006,10:01:00,2,18.5
08/24/2006,11:01:00,2,20.5
08/24/2006,12:01:00,2,24.5
08/24/2006,13:01:00,2,28.5
08/24/2006,14:01:00,2,33
08/24/2006,15:01:00,2,35.5
08/24/2006,16:01:00,2,35.5
08/24/2006,17:01:00,2,29
08/24/2006,18:01:00,2,29
08/24/2006,19:01:00,2,23.5
08/24/2006,20:01:00,2,21
08/24/2006,21:01:00,2,19
08/24/2006,22:01:00,2,17.5
08/24/2006,23:01:00,2,16.5
08/25/2006,0:01:00,2,16
08/25/2006,1:01:00,2,15
08/25/2006,2:01:00,2,15
08/25/2006,3:01:00,2,14.5
08/25/2006,4:01:00,2,14.5
08/25/2006,5:01:00,2,14
08/25/2006,6:01:00,2,13.5
08/25/2006,7:01:00,2,13.5
08/25/2006,8:01:00,2,15
08/25/2006,9:01:00,2,16
08/25/2006,10:01:00,2,17
08/25/2006,11:01:00,2,21.5
08/25/2006,12:01:00,2,25.5
08/25/2006,13:01:00,2,29
08/25/2006,14:01:00,2,32
08/25/2006,15:01:00,2,35.5
08/25/2006,16:01:00,2,37.5
08/25/2006,17:01:00,2,39
08/25/2006,18:01:00,2,36.5
08/25/2006,19:01:00,2,32
08/25/2006,20:01:00,2,24
08/25/2006,21:01:00,2,20.5
08/25/2006,22:01:00,2,18.5
08/25/2006,23:01:00,2,17
08/26/2006,0:01:00,2,16
08/26/2006,1:01:00,2,14.5
08/26/2006,2:01:00,2,14
08/26/2006,3:01:00,2,13
08/26/2006,4:01:00,2,12.5
08/26/2006,5:01:00,2,12
08/26/2006,6:01:00,2,11.5
08/26/2006,7:01:00,2,12
08/26/2006,8:01:00,2,12
08/26/2006,9:01:00,2,13
08/26/2006,10:01:00,2,15.5
08/26/2006,11:01:00,2,20.5
08/26/2006,12:01:00,2,24
08/26/2006,13:01:00,2,28.5
08/26/2006,14:01:00,2,32.5
08/26/2006,15:01:00,2,29
08/26/2006,16:01:00,2,27
08/26/2006,17:01:00,2,32.5
08/26/2006,18:01:00,2,33.5
08/26/2006,19:01:00,2,24
08/26/2006,20:01:00,2,20
08/26/2006,21:01:00,2,18.5
08/26/2006,22:01:00,2,16.5
08/26/2006,23:01:00,2,16
08/27/2006,0:01:00,2,15
08/27/2006,1:01:00,2,14.5
08/27/2006,2:01:00,2,14
08/27/2006,3:01:00,2,13
08/27/2006,4:01:00,2,12.5
08/27/2006,5:01:00,2,12.5
08/27/2006,6:01:00,2,12.5
08/27/2006,7:01:00,2,12.5
08/27/2006,8:01:00,2,13.5
08/27/2006,9:01:00,2,15.5
08/27/2006,10:01:00,2,17.5
08/27/2006,11:01:00,2,21
08/27/2006,12:01:00,2,23
08/27/2006,13:01:00,2,27
08/27/2006,14:01:00,2,29
08/27/2006,15:01:00,2,20
08/27/2006,16:01:00,2,23
08/27/2006,17:01:00,2,24
08/27/2006,18:01:00,2,26
08/27/2006,19:01:00,2,24
08/27/2006,20:01:00,2,18
08/27/2006,21:01:00,2,15.5
08/27/2006,22:01:00,2,14.5
08/27/2006,23:01:00,2,13
08/28/2006,0:01:00,2,12.5
08/28/2006,1:01:00,2,12
08/28/2006,2:01:00,2,11.5
08/28/2006,3:01:00,2,11
08/28/2006,4:01:00,2,10.5
08/28/2006,5:01:00,2,10.5
08/28/2006,6:01:00,2,11.5
08/28/2006,7:01:00,2,11
08/28/2006,8:01:00,2,12
08/28/2006,9:01:00,2,13
08/28/2006,10:01:00,2,15.5
08/28/2006,11:01:00,2,19
08/28/2006,12:01:00,2,19.5
08/28/2006,13:01:00,2,22.5
08/28/2006,14:01:00,2,27
08/28/2006,15:01:00,2,20
08/28/2006,16:01:00,2,18
08/28/2006,17:01:00,2,19
08/28/2006,18:01:00,2,18.5
08/28/2006,19:01:00,2,16.5
08/28/2006,20:01:00,2,15.5
08/28/2006,21:01:00,2,14
08/28/2006,22:01:00,2,13.5
08/28/2006,23:01:00,2,13
08/29/2006,0:01:00,2,12.5
08/29/2006,1:01:00,2,12
08/29/2006,2:01:00,2,12
08/29/2006,3:01:00,2,11.5
08/29/2006,4:01:00,2,12
08/29/2006,5:01:00,2,12.5
08/29/2006,6:01:00,2,12.5
08/29/2006,7:01:00,2,12.5
08/29/2006,8:01:00,2,13
08/29/2006,9:01:00,2,13
08/29/2006,10:01:00,2,14
08/29/2006,11:01:00,2,17
08/29/2006,12:01:00,2,21.5
08/29/2006,13:01:00,2,26
08/29/2006,14:01:00,2,27
08/29/2006,15:01:00,2,19.5
08/29/2006,16:01:00,2,16
08/29/2006,17:01:00,2,18.5
08/29/2006,18:01:00,2,18
08/29/2006,19:01:00,2,20
08/29/2006,20:01:00,2,16
08/29/2006,21:01:00,2,14
08/29/2006,22:01:00,2,13.5
08/29/2006,23:01:00,2,13
08/30/2006,0:01:00,2,12.5
08/30/2006,1:01:00,2,12
08/30/2006,2:01:00,2,12
08/30/2006,3:01:00,2,12
08/30/2006,4:01:00,2,12
08/30/2006,5:01:00,2,12
08/30/2006,6:01:00,2,12
08/30/2006,7:01:00,2,11
08/30/2006,8:01:00,2,12
08/30/2006,9:01:00,2,11.5
08/30/2006,10:01:00,2,13.5
08/30/2006,11:01:00,2,17.5
08/30/2006,12:01:00,2,19.5
08/30/2006,13:01:00,2,25
08/30/2006,14:01:00,2,27
08/30/2006,15:01:00,2,26.5
08/30/2006,16:01:00,2,22
08/30/2006,17:01:00,2,22.5
08/30/2006,18:01:00,2,19.5
08/30/2006,19:01:00,2,18.5
08/30/2006,20:01:00,2,16
08/30/2006,21:01:00,2,15
08/30/2006,22:01:00,2,14.5
08/30/2006,23:01:00,2,14.5
08/31/2006,0:01:00,2,14
08/31/2006,1:01:00,2,14
08/31/2006,2:01:00,2,14
08/31/2006,3:01:00,2,13.5
08/31/2006,4:01:00,2,13
08/31/2006,5:01:00,2,11.5
08/31/2006,6:01:00,2,11
08/31/2006,7:01:00,2,10.5
08/31/2006,8:01:00,2,10.5
08/31/2006,9:01:00,2,11
08/31/2006,10:01:00,2,13
08/31/2006,11:01:00,2,18
08/31/2006,12:01:00,2,22.5
08/31/2006,13:01:00,2,27
08/31/2006,14:01:00,2,31
08/31/2006,15:01:00,2,33.5
08/31/2006,16:01:00,2,31
08/31/2006,17:01:00,2,36
08/31/2006,18:01:00,2,30.5
08/31/2006,19:01:00,2,29.5
08/31/2006,20:01:00,2,22.5
08/31/2006,21:01:00,2,18.5
08/31/2006,22:01:00,2,16.5
08/31/2006,23:01:00,2,15
09/01/2006,0:01:00,2,13.5
09/01/2006,1:01:00,2,12.5
09/01/2006,2:01:00,2,11.5
09/01/2006,3:01:00,2,11
09/01/2006,4:01:00,2,10.5
09/01/2006,5:01:00,2,10.5
09/01/2006,6:01:00,2,10
09/01/2006,7:01:00,2,10
09/01/2006,8:01:00,2,11
09/01/2006,9:01:00,2,11.5
09/01/2006,10:01:00,2,14
09/01/2006,11:01:00,2,19.5
09/01/2006,12:01:00,2,25.5
09/01/2006,13:01:00,2,30.5
09/01/2006,14:01:00,2,34.5
09/01/2006,15:01:00,2,37
09/01/2006,16:01:00,2,40.5
09/01/2006,17:01:00,2,40
09/01/2006,18:01:00,2,39
09/01/2006,19:01:00,2,33.5
09/01/2006,20:01:00,2,26.5
09/01/2006,21:01:00,2,21.5
09/01/2006,22:01:00,2,19
09/01/2006,23:01:00,2,17.5
09/02/2006,0:01:00,2,16
09/02/2006,1:01:00,2,15
09/02/2006,2:01:00,2,14
09/02/2006,3:01:00,2,13.5
09/02/2006,4:01:00,2,13
09/02/2006,5:01:00,2,12.5
09/02/2006,6:01:00,2,12
09/02/2006,7:01:00,2,11.5
09/02/2006,8:01:00,2,12
09/02/2006,9:01:00,2,12.5
09/02/2006,10:01:00,2,15
09/02/2006,11:01:00,2,20
09/02/2006,12:01:00,2,26
09/02/2006,13:01:00,2,30
09/02/2006,14:01:00,2,33.5
09/02/2006,15:01:00,2,36.5
09/02/2006,16:01:00,2,31
09/02/2006,17:01:00,2,33.5
09/02/2006,18:01:00,2,34.5
09/02/2006,19:01:00,2,27
09/02/2006,20:01:00,2,22.5
09/02/2006,21:01:00,2,18
09/02/2006,22:01:00,2,17
09/02/2006,23:01:00,2,15.5
09/03/2006,0:01:00,2,15
09/03/2006,1:01:00,2,14.5
09/03/2006,2:01:00,2,13.5
09/03/2006,3:01:00,2,13
09/03/2006,4:01:00,2,12.5
09/03/2006,5:01:00,2,12
09/03/2006,6:01:00,2,11.5
09/03/2006,7:01:00,2,11
09/03/2006,8:01:00,2,11.5
09/03/2006,9:01:00,2,12.5
09/03/2006,10:01:00,2,14.5
09/03/2006,11:01:00,2,19.5
09/03/2006,12:01:00,2,24.5
09/03/2006,13:01:00,2,28
09/03/2006,14:01:00,2,32
09/03/2006,15:01:00,2,35
09/03/2006,16:01:00,2,36.5
09/03/2006,17:01:00,2,33
09/03/2006,18:01:00,2,27.5
09/03/2006,19:01:00,2,22
09/03/2006,20:01:00,2,17.5
09/03/2006,21:01:00,2,15.5
09/03/2006,22:01:00,2,15
09/03/2006,23:01:00,2,14.5
09/04/2006,0:01:00,2,14.5
09/04/2006,1:01:00,2,14.5
09/04/2006,2:01:00,2,14.5
09/04/2006,3:01:00,2,14
09/04/2006,4:01:00,2,14
09/04/2006,5:01:00,2,14
09/04/2006,6:01:00,2,13.5
09/04/2006,7:01:00,2,13.5
09/04/2006,8:01:00,2,14
09/04/2006,9:01:00,2,14.5
09/04/2006,10:01:00,2,16.5
09/04/2006,11:01:00,2,18
09/04/2006,12:01:00,2,19.5
09/04/2006,13:01:00,2,22
09/04/2006,14:01:00,2,21.5
09/04/2006,15:01:00,2,21.5
09/04/2006,16:01:00,2,23
09/04/2006,17:01:00,2,21.5
09/04/2006,18:01:00,2,20
09/04/2006,19:01:00,2,21
09/04/2006,20:01:00,2,17.5
09/04/2006,21:01:00,2,14.5
09/04/2006,22:01:00,2,13.5
09/04/2006,23:01:00,2,13
09/05/2006,0:01:00,2,13.5
09/05/2006,1:01:00,2,14
09/05/2006,2:01:00,2,14
09/05/2006,3:01:00,2,14
09/05/2006,4:01:00,2,13.5
09/05/2006,5:01:00,2,13.5
09/05/2006,6:01:00,2,13.5
09/05/2006,7:01:00,2,13
09/05/2006,8:01:00,2,13.5
09/05/2006,9:01:00,2,15
09/05/2006,10:01:00,2,16.5
09/05/2006,11:01:00,2,18
09/05/2006,12:01:00,2,20
09/05/2006,13:01:00,2,21
09/05/2006,14:01:00,2,27.5
09/05/2006,15:01:00,2,32
09/05/2006,16:01:00,2,35.5
09/05/2006,17:01:00,2,34.5
09/05/2006,18:01:00,2,34
09/05/2006,19:01:00,2,30
09/05/2006,20:01:00,2,21.5
09/05/2006,21:01:00,2,18
09/05/2006,22:01:00,2,15
09/05/2006,23:01:00,2,14
09/06/2006,0:01:00,2,13.5
09/06/2006,1:01:00,2,12.5
09/06/2006,2:01:00,2,13.5
09/06/2006,3:01:00,2,13.5
09/06/2006,4:01:00,2,13
09/06/2006,5:01:00,2,12.5
09/06/2006,6:01:00,2,12.5
09/06/2006,7:01:00,2,12.5
06/13/2006,0:01:00,3,13.5
06/13/2006,1:01:00,3,12.5
06/13/2006,2:01:00,3,13
06/13/2006,3:01:00,3,13
06/13/2006,4:01:00,3,13
06/13/2006,5:01:00,3,13
06/13/2006,6:01:00,3,13
06/13/2006,7:01:00,3,13.5
06/13/2006,8:01:00,3,14
06/13/2006,9:01:00,3,15.5
06/13/2006,10:01:00,3,20
06/13/2006,11:01:00,3,21
06/13/2006,12:01:00,3,25.5
06/13/2006,13:01:00,3,25
06/13/2006,14:01:00,3,20
06/13/2006,15:01:00,3,20
06/13/2006,16:01:00,3,21.5
06/13/2006,17:01:00,3,23
06/13/2006,18:01:00,3,24
06/13/2006,19:01:00,3,20
06/13/2006,20:01:00,3,18
06/13/2006,21:01:00,3,16
06/13/2006,22:01:00,3,15
06/13/2006,23:01:00,3,14.5
06/14/2006,0:01:00,3,13.5
06/14/2006,1:01:00,3,12.5
06/14/2006,2:01:00,3,12
06/14/2006,3:01:00,3,12
06/14/2006,4:01:00,3,12.5
06/14/2006,5:01:00,3,12.5
06/14/2006,6:01:00,3,12.5
06/14/2006,7:01:00,3,13
06/14/2006,8:01:00,3,15
06/14/2006,9:01:00,3,17
06/14/2006,10:01:00,3,21
06/14/2006,11:01:00,3,22
06/14/2006,12:01:00,3,22.5
06/14/2006,13:01:00,3,24
06/14/2006,14:01:00,3,20.5
06/14/2006,15:01:00,3,18.5
06/14/2006,16:01:00,3,17
06/14/2006,17:01:00,3,16
06/14/2006,18:01:00,3,16.5
06/14/2006,19:01:00,3,14.5
06/14/2006,20:01:00,3,14
06/14/2006,21:01:00,3,13
06/14/2006,22:01:00,3,13
06/14/2006,23:01:00,3,12.5
06/15/2006,0:01:00,3,12.5
06/15/2006,1:01:00,3,12.5
06/15/2006,2:01:00,3,12
06/15/2006,3:01:00,3,12
06/15/2006,4:01:00,3,12
06/15/2006,5:01:00,3,11.5
06/15/2006,6:01:00,3,11.5
06/15/2006,7:01:00,3,13
06/15/2006,8:01:00,3,15
06/15/2006,9:01:00,3,18
06/15/2006,10:01:00,3,20.5
06/15/2006,11:01:00,3,26
06/15/2006,12:01:00,3,28.5
06/15/2006,13:01:00,3,29
06/15/2006,14:01:00,3,30.5
06/15/2006,15:01:00,3,30
06/15/2006,16:01:00,3,25
06/15/2006,17:01:00,3,18.5
06/15/2006,18:01:00,3,18.5
06/15/2006,19:01:00,3,16
06/15/2006,20:01:00,3,15
06/15/2006,21:01:00,3,14
06/15/2006,22:01:00,3,13.5
06/15/2006,23:01:00,3,13.5
06/16/2006,0:01:00,3,13
06/16/2006,1:01:00,3,13
06/16/2006,2:01:00,3,12.5
06/16/2006,3:01:00,3,12
06/16/2006,4:01:00,3,12
06/16/2006,5:01:00,3,12
06/16/2006,6:01:00,3,12
06/16/2006,7:01:00,3,12.5
06/16/2006,8:01:00,3,14
06/16/2006,9:01:00,3,15.5
06/16/2006,10:01:00,3,18
06/16/2006,11:01:00,3,19
06/16/2006,12:01:00,3,21.5
06/16/2006,13:01:00,3,19
06/16/2006,14:01:00,3,20
06/16/2006,15:01:00,3,19.5
06/16/2006,16:01:00,3,18.5
06/16/2006,17:01:00,3,14
06/16/2006,18:01:00,3,13
06/16/2006,19:01:00,3,13.5
06/16/2006,20:01:00,3,13
06/16/2006,21:01:00,3,12.5
06/16/2006,22:01:00,3,11.5
06/16/2006,23:01:00,3,11.5
06/17/2006,0:01:00,3,11.5
06/17/2006,1:01:00,3,11.5
06/17/2006,2:01:00,3,12
06/17/2006,3:01:00,3,12.5
06/17/2006,4:01:00,3,12
06/17/2006,5:01:00,3,12
06/17/2006,6:01:00,3,12
06/17/2006,7:01:00,3,12
06/17/2006,8:01:00,3,13
06/17/2006,9:01:00,3,15.5
06/17/2006,10:01:00,3,19
06/17/2006,11:01:00,3,18
06/17/2006,12:01:00,3,23
06/17/2006,13:01:00,3,28.5
06/17/2006,14:01:00,3,32.5
06/17/2006,15:01:00,3,32
06/17/2006,16:01:00,3,19
06/17/2006,17:01:00,3,15.5
06/17/2006,18:01:00,3,13.5
06/17/2006,19:01:00,3,13.5
06/17/2006,20:01:00,3,13
06/17/2006,21:01:00,3,13
06/17/2006,22:01:00,3,12
06/17/2006,23:01:00,3,11.5
06/18/2006,0:01:00,3,11
06/18/2006,1:01:00,3,10.5
06/18/2006,2:01:00,3,10.5
06/18/2006,3:01:00,3,10.5
06/18/2006,4:01:00,3,11.5
06/18/2006,5:01:00,3,12
06/18/2006,6:01:00,3,12.5
06/18/2006,7:01:00,3,12.5
06/18/2006,8:01:00,3,12.5
06/18/2006,9:01:00,3,14
06/18/2006,10:01:00,3,16
06/18/2006,11:01:00,3,18
06/18/2006,12:01:00,3,22.5
06/18/2006,13:01:00,3,28
06/18/2006,14:01:00,3,31
06/18/2006,15:01:00,3,32.5
06/18/2006,16:01:00,3,26
06/18/2006,17:01:00,3,20
06/18/2006,18:01:00,3,17
06/18/2006,19:01:00,3,15
06/18/2006,20:01:00,3,14.5
06/18/2006,21:01:00,3,13
06/18/2006,22:01:00,3,12
06/18/2006,23:01:00,3,11
06/19/2006,0:01:00,3,10.5
06/19/2006,1:01:00,3,9.5
06/19/2006,2:01:00,3,9
06/19/2006,3:01:00,3,8.5
06/19/2006,4:01:00,3,8
06/19/2006,5:01:00,3,8
06/19/2006,6:01:00,3,8.5
06/19/2006,7:01:00,3,11
06/19/2006,8:01:00,3,13
06/19/2006,9:01:00,3,13.5
06/19/2006,10:01:00,3,18
06/19/2006,11:01:00,3,22.5
06/19/2006,12:01:00,3,27
06/19/2006,13:01:00,3,30
06/19/2006,14:01:00,3,31.5
06/19/2006,15:01:00,3,32
06/19/2006,16:01:00,3,30.5
06/19/2006,17:01:00,3,23.5
06/19/2006,18:01:00,3,20.5
06/19/2006,19:01:00,3,17.5
06/19/2006,20:01:00,3,15
06/19/2006,21:01:00,3,14
06/19/2006,22:01:00,3,12.5
06/19/2006,23:01:00,3,11.5
06/20/2006,0:01:00,3,11
06/20/2006,1:01:00,3,11
06/20/2006,2:01:00,3,10.5
06/20/2006,3:01:00,3,11.5
06/20/2006,4:01:00,3,11.5
06/20/2006,5:01:00,3,11
06/20/2006,6:01:00,3,11.5
06/20/2006,7:01:00,3,12.5
06/20/2006,8:01:00,3,13.5
06/20/2006,9:01:00,3,14.5
06/20/2006,10:01:00,3,16.5
06/20/2006,11:01:00,3,19
06/20/2006,12:01:00,3,22.5
06/20/2006,13:01:00,3,27.5
06/20/2006,14:01:00,3,31
06/20/2006,15:01:00,3,30.5
06/20/2006,16:01:00,3,29
06/20/2006,17:01:00,3,27
06/20/2006,18:01:00,3,27
06/20/2006,19:01:00,3,21
06/20/2006,20:01:00,3,15.5
06/20/2006,21:01:00,3,14.5
06/20/2006,22:01:00,3,13
06/20/2006,23:01:00,3,12
06/21/2006,0:01:00,3,11.5
06/21/2006,1:01:00,3,11
06/21/2006,2:01:00,3,10.5
06/21/2006,3:01:00,3,11.5
06/21/2006,4:01:00,3,10.5
06/21/2006,5:01:00,3,10
06/21/2006,6:01:00,3,10
06/21/2006,7:01:00,3,10.5
06/21/2006,8:01:00,3,11.5
06/21/2006,9:01:00,3,15
06/21/2006,10:01:00,3,17
06/21/2006,11:01:00,3,20.5
06/21/2006,12:01:00,3,26.5
06/21/2006,13:01:00,3,30
06/21/2006,14:01:00,3,32.5
06/21/2006,15:01:00,3,33.5
06/21/2006,16:01:00,3,34
06/21/2006,17:01:00,3,32.5
06/21/2006,18:01:00,3,29
06/21/2006,19:01:00,3,25
06/21/2006,20:01:00,3,21
06/21/2006,21:01:00,3,15
06/21/2006,22:01:00,3,14.5
06/21/2006,23:01:00,3,14
06/22/2006,0:01:00,3,12.5
06/22/2006,1:01:00,3,12.5
06/22/2006,2:01:00,3,11.5
06/22/2006,3:01:00,3,11
06/22/2006,4:01:00,3,10.5
06/22/2006,5:01:00,3,10.5
06/22/2006,6:01:00,3,10.5
06/22/2006,7:01:00,3,10.5
06/22/2006,8:01:00,3,11
06/22/2006,9:01:00,3,14.5
06/22/2006,10:01:00,3,19
06/22/2006,11:01:00,3,22.5
06/22/2006,12:01:00,3,26.5
06/22/2006,13:01:00,3,29.5
06/22/2006,14:01:00,3,32
06/22/2006,15:01:00,3,33.5
06/22/2006,16:01:00,3,32.5
06/22/2006,17:01:00,3,33
06/22/2006,18:01:00,3,30.5
06/22/2006,19:01:00,3,26
06/22/2006,20:01:00,3,21
06/22/2006,21:01:00,3,15.5
06/22/2006,22:01:00,3,14.5
06/22/2006,23:01:00,3,14.5
06/23/2006,0:01:00,3,12.5
06/23/2006,1:01:00,3,11.5
06/23/2006,2:01:00,3,10.5
06/23/2006,3:01:00,3,10
06/23/2006,4:01:00,3,9.5
06/23/2006,5:01:00,3,9
06/23/2006,6:01:00,3,9.5
06/23/2006,7:01:00,3,9.5
