date,time,number,temp
06/19/2006,18:01:00,5,20
06/19/2006,19:01:00,5,17.5
06/19/2006,20:01:00,5,15
06/19/2006,21:01:00,5,14
06/19/2006,22:01:00,5,13
06/19/2006,23:01:00,5,12
06/20/2006,0:01:00,5,12
06/20/2006,1:01:00,5,11.5
06/20/2006,2:01:00,5,11.5
06/20/2006,3:01:00,5,12
06/20/2006,4:01:00,5,12.5
06/20/2006,5:01:00,5,12
06/20/2006,6:01:00,5,12.5
06/20/2006,7:01:00,5,13.5
06/20/2006,8:01:00,5,14.5
06/20/2006,9:01:00,5,16
06/20/2006,10:01:00,5,16.5
06/20/2006,11:01:00,5,18.5
06/20/2006,12:01:00,5,21
06/20/2006,13:01:00,5,24
06/20/2006,14:01:00,5,25.5
06/20/2006,15:01:00,5,25.5
06/20/2006,16:01:00,5,24.5
06/20/2006,17:01:00,5,23
06/20/2006,18:01:00,5,24
06/20/2006,19:01:00,5,21.5
06/20/2006,20:01:00,5,17
06/20/2006,21:01:00,5,14.5
06/20/2006,22:01:00,5,13
06/20/2006,23:01:00,5,12.5
06/21/2006,0:01:00,5,12
06/21/2006,1:01:00,5,12
06/21/2006,2:01:00,5,11.5
06/21/2006,3:01:00,5,12
06/21/2006,4:01:00,5,11.5
06/21/2006,5:01:00,5,11
06/21/2006,6:01:00,5,11
06/21/2006,7:01:00,5,11.5
06/21/2006,8:01:00,5,12.5
06/21/2006,9:01:00,5,17.5
06/21/2006,10:01:00,5,18.5
06/21/2006,11:01:00,5,20
06/21/2006,12:01:00,5,24
06/21/2006,13:01:00,5,26
06/21/2006,14:01:00,5,27.5
06/21/2006,15:01:00,5,28.5
06/21/2006,16:01:00,5,28.5
06/21/2006,17:01:00,5,28.5
06/21/2006,18:01:00,5,26.5
06/21/2006,19:01:00,5,25
06/21/2006,20:01:00,5,21
06/21/2006,21:01:00,5,16.5
06/21/2006,22:01:00,5,14.5
06/21/2006,23:01:00,5,13.5
06/22/2006,0:01:00,5,13
06/22/2006,1:01:00,5,13
06/22/2006,2:01:00,5,12.5
06/22/2006,3:01:00,5,12
06/22/2006,4:01:00,5,11.5
06/22/2006,5:01:00,5,11.5
06/22/2006,6:01:00,5,11.5
06/22/2006,7:01:00,5,12
06/22/2006,8:01:00,5,12
06/22/2006,9:01:00,5,17
06/22/2006,10:01:00,5,20
06/22/2006,11:01:00,5,21.5
06/22/2006,12:01:00,5,24
06/22/2006,13:01:00,5,25.5
06/22/2006,14:01:00,5,26
06/22/2006,15:01:00,5,26.5
06/22/2006,16:01:00,5,27.5
06/22/2006,17:01:00,5,27.5
06/22/2006,18:01:00,5,27
06/22/2006,19:01:00,5,25
06/22/2006,20:01:00,5,22.5
06/22/2006,21:01:00,5,18.5
06/22/2006,22:01:00,5,14.5
06/22/2006,23:01:00,5,14
06/23/2006,0:01:00,5,13
06/23/2006,1:01:00,5,12
06/23/2006,2:01:00,5,11.5
06/23/2006,3:01:00,5,11
06/23/2006,4:01:00,5,10.5
06/23/2006,5:01:00,5,10.5
06/23/2006,6:01:00,5,10.5
06/23/2006,7:01:00,5,11
06/23/2006,8:01:00,5,11.5
06/23/2006,9:01:00,5,17
06/23/2006,10:01:00,5,20.5
06/23/2006,11:01:00,5,23
06/23/2006,12:01:00,5,23
06/23/2006,13:01:00,5,27
06/23/2006,14:01:00,5,30
06/23/2006,15:01:00,5,31
06/23/2006,16:01:00,5,29
06/23/2006,17:01:00,5,31.5
06/23/2006,18:01:00,5,30.5
06/23/2006,19:01:00,5,30
06/23/2006,20:01:00,5,28
06/23/2006,21:01:00,5,24
06/23/2006,22:01:00,5,19
06/23/2006,23:01:00,5,17
06/24/2006,0:01:00,5,16
06/24/2006,1:01:00,5,15
06/24/2006,2:01:00,5,14
06/24/2006,3:01:00,5,13.5
06/24/2006,4:01:00,5,13
06/24/2006,5:01:00,5,12.5
06/24/2006,6:01:00,5,12.5
06/24/2006,7:01:00,5,13
06/24/2006,8:01:00,5,13.5
06/24/2006,9:01:00,5,19.5
06/24/2006,10:01:00,5,22.5
06/24/2006,11:01:00,5,24.5
06/24/2006,12:01:00,5,26.5
06/24/2006,13:01:00,5,29.5
06/24/2006,14:01:00,5,32
06/24/2006,15:01:00,5,34.5
06/24/2006,16:01:00,5,34.5
06/24/2006,17:01:00,5,35
06/24/2006,18:01:00,5,35.5
06/24/2006,19:01:00,5,34
06/24/2006,20:01:00,5,32
06/24/2006,21:01:00,5,28
06/24/2006,22:01:00,5,23
06/24/2006,23:01:00,5,20.5
06/25/2006,0:01:00,5,18.5
06/25/2006,1:01:00,5,17
06/25/2006,2:01:00,5,16.5
06/25/2006,3:01:00,5,15.5
06/25/2006,4:01:00,5,15
06/25/2006,5:01:00,5,15
06/25/2006,6:01:00,5,14.5
06/25/2006,7:01:00,5,14.5
06/25/2006,8:01:00,5,15
06/25/2006,9:01:00,5,20.5
06/25/2006,10:01:00,5,23.5
06/25/2006,11:01:00,5,26
06/25/2006,12:01:00,5,28.5
06/25/2006,13:01:00,5,32.5
06/25/2006,14:01:00,5,32.5
06/25/2006,15:01:00,5,34.5
06/25/2006,16:01:00,5,35
06/25/2006,17:01:00,5,35
06/25/2006,18:01:00,5,34.5
06/25/2006,19:01:00,5,34
06/25/2006,20:01:00,5,33
06/25/2006,21:01:00,5,28.5
06/25/2006,22:01:00,5,23.5
06/25/2006,23:01:00,5,21.5
06/26/2006,0:01:00,5,18.5
06/26/2006,1:01:00,5,17
06/26/2006,2:01:00,5,16
06/26/2006,3:01:00,5,15.5
06/26/2006,4:01:00,5,15
06/26/2006,5:01:00,5,14.5
06/26/2006,6:01:00,5,14.5
06/26/2006,7:01:00,5,15
06/26/2006,8:01:00,5,15.5
06/26/2006,9:01:00,5,20.5
06/26/2006,10:01:00,5,24
06/26/2006,11:01:00,5,27
06/26/2006,12:01:00,5,29
06/26/2006,13:01:00,5,27
06/26/2006,14:01:00,5,28.5
06/26/2006,15:01:00,5,27.5
06/26/2006,16:01:00,5,30.5
06/26/2006,17:01:00,5,30
06/26/2006,18:01:00,5,32
06/26/2006,19:01:00,5,32.5
06/26/2006,20:01:00,5,31
06/26/2006,21:01:00,5,26
06/26/2006,22:01:00,5,21
06/26/2006,23:01:00,5,19
06/27/2006,0:01:00,5,17
06/27/2006,1:01:00,5,15
06/27/2006,2:01:00,5,13.5
06/27/2006,3:01:00,5,13
06/27/2006,4:01:00,5,13
06/27/2006,5:01:00,5,13
06/27/2006,6:01:00,5,13
06/27/2006,7:01:00,5,13.5
06/27/2006,8:01:00,5,13.5
06/27/2006,9:01:00,5,19
06/27/2006,10:01:00,5,21.5
06/27/2006,11:01:00,5,24.5
06/27/2006,12:01:00,5,27.5
06/27/2006,13:01:00,5,29.5
06/27/2006,14:01:00,5,27.5
06/27/2006,15:01:00,5,29.5
06/27/2006,16:01:00,5,26
06/27/2006,17:01:00,5,26.5
06/27/2006,18:01:00,5,28
06/27/2006,19:01:00,5,26
06/27/2006,20:01:00,5,24
06/27/2006,21:01:00,5,20.5
06/27/2006,22:01:00,5,17
06/27/2006,23:01:00,5,15
06/28/2006,0:01:00,5,14.5
06/28/2006,1:01:00,5,14
06/28/2006,2:01:00,5,13
06/28/2006,3:01:00,5,12
06/28/2006,4:01:00,5,11.5
06/28/2006,5:01:00,5,11
06/28/2006,6:01:00,5,11
06/28/2006,7:01:00,5,11.5
06/28/2006,8:01:00,5,12
06/28/2006,9:01:00,5,17
06/28/2006,10:01:00,5,20
06/28/2006,11:01:00,5,22.5
06/28/2006,12:01:00,5,25.5
06/28/2006,13:01:00,5,27
06/28/2006,14:01:00,5,28.5
06/28/2006,15:01:00,5,29.5
06/28/2006,16:01:00,5,31
06/28/2006,17:01:00,5,31.5
06/28/2006,18:01:00,5,32
06/28/2006,19:01:00,5,30
06/28/2006,20:01:00,5,27.5
06/28/2006,21:01:00,5,23
06/28/2006,22:01:00,5,19
06/28/2006,23:01:00,5,17
06/29/2006,0:01:00,5,16
06/29/2006,1:01:00,5,15
06/29/2006,2:01:00,5,14
06/29/2006,3:01:00,5,13.5
06/29/2006,4:01:00,5,13
06/29/2006,5:01:00,5,12.5
06/29/2006,6:01:00,5,12.5
06/29/2006,7:01:00,5,12.5
06/29/2006,8:01:00,5,13
06/29/2006,9:01:00,5,19
06/29/2006,10:01:00,5,21.5
06/29/2006,11:01:00,5,24
06/29/2006,12:01:00,5,25.5
06/29/2006,13:01:00,5,27.5
06/29/2006,14:01:00,5,29
06/29/2006,15:01:00,5,29.5
06/29/2006,16:01:00,5,29
06/29/2006,17:01:00,5,29.5
06/29/2006,18:01:00,5,31
06/29/2006,19:01:00,5,28
06/29/2006,20:01:00,5,28
06/29/2006,21:01:00,5,24
06/29/2006,22:01:00,5,20
06/29/2006,23:01:00,5,18
06/30/2006,0:01:00,5,16.5
06/30/2006,1:01:00,5,15.5
06/30/2006,2:01:00,5,14.5
06/30/2006,3:01:00,5,14
06/30/2006,4:01:00,5,13
06/30/2006,5:01:00,5,12.5
06/30/2006,6:01:00,5,12.5
06/30/2006,7:01:00,5,12.5
06/30/2006,8:01:00,5,13
06/30/2006,9:01:00,5,19
06/30/2006,10:01:00,5,22.5
06/30/2006,11:01:00,5,26
06/30/2006,12:01:00,5,26.5
06/30/2006,13:01:00,5,29.5
06/30/2006,14:01:00,5,29
06/30/2006,15:01:00,5,29.5
06/30/2006,16:01:00,5,30.5
06/30/2006,17:01:00,5,31
06/30/2006,18:01:00,5,26
06/30/2006,19:01:00,5,24
06/30/2006,20:01:00,5,22
06/30/2006,21:01:00,5,18.5
06/30/2006,22:01:00,5,18
06/30/2006,23:01:00,5,17.5
07/01/2006,0:01:00,5,17
07/01/2006,1:01:00,5,17
07/01/2006,2:01:00,5,17
07/01/2006,3:01:00,5,16.5
07/01/2006,4:01:00,5,16
07/01/2006,5:01:00,5,15.5
07/01/2006,6:01:00,5,15.5
07/01/2006,7:01:00,5,16
07/01/2006,8:01:00,5,16.5
07/01/2006,9:01:00,5,18.5
07/01/2006,10:01:00,5,20
07/01/2006,11:01:00,5,23.5
07/01/2006,12:01:00,5,27
07/01/2006,13:01:00,5,27
07/01/2006,14:01:00,5,27.5
07/01/2006,15:01:00,5,28.5
07/01/2006,16:01:00,5,30
07/01/2006,17:01:00,5,28
07/01/2006,18:01:00,5,26
07/01/2006,19:01:00,5,23
07/01/2006,20:01:00,5,20
07/01/2006,21:01:00,5,18.5
07/01/2006,22:01:00,5,18
07/01/2006,23:01:00,5,17.5
07/02/2006,0:01:00,5,17
07/02/2006,1:01:00,5,16.5
07/02/2006,2:01:00,5,16.5
07/02/2006,3:01:00,5,16
07/02/2006,4:01:00,5,16
07/02/2006,5:01:00,5,15.5
07/02/2006,6:01:00,5,15.5
07/02/2006,7:01:00,5,16
07/02/2006,8:01:00,5,17
07/02/2006,9:01:00,5,18.5
07/02/2006,10:01:00,5,19
07/02/2006,11:01:00,5,20.5
07/02/2006,12:01:00,5,23
07/02/2006,13:01:00,5,27
07/02/2006,14:01:00,5,30.5
07/02/2006,15:01:00,5,32
07/02/2006,16:01:00,5,28.5
07/02/2006,17:01:00,5,26
07/02/2006,18:01:00,5,23.5
07/02/2006,19:01:00,5,22.5
07/02/2006,20:01:00,5,25
07/02/2006,21:01:00,5,21.5
07/02/2006,22:01:00,5,19
07/02/2006,23:01:00,5,18
07/03/2006,0:01:00,5,17.5
07/03/2006,1:01:00,5,17.5
07/03/2006,2:01:00,5,17
07/03/2006,3:01:00,5,16.5
07/03/2006,4:01:00,5,16.5
07/03/2006,5:01:00,5,16
07/03/2006,6:01:00,5,15.5
07/03/2006,7:01:00,5,16
07/03/2006,8:01:00,5,16
07/03/2006,9:01:00,5,16.5
07/03/2006,10:01:00,5,18
07/03/2006,11:01:00,5,20
07/03/2006,12:01:00,5,19
07/03/2006,13:01:00,5,20.5
07/03/2006,14:01:00,5,24.5
07/03/2006,15:01:00,5,25
07/03/2006,16:01:00,5,23.5
07/03/2006,17:01:00,5,22.5
07/03/2006,18:01:00,5,20
07/03/2006,19:01:00,5,19.5
07/03/2006,20:01:00,5,19.5
07/03/2006,21:01:00,5,19
07/03/2006,22:01:00,5,17
07/03/2006,23:01:00,5,16.5
07/04/2006,0:01:00,5,15.5
07/04/2006,1:01:00,5,15.5
07/04/2006,2:01:00,5,15.5
07/04/2006,3:01:00,5,15
07/04/2006,4:01:00,5,14.5
07/04/2006,5:01:00,5,14
07/04/2006,6:01:00,5,13.5
07/04/2006,7:01:00,5,14
07/04/2006,8:01:00,5,15
07/04/2006,9:01:00,5,14.5
07/04/2006,10:01:00,5,15.5
07/04/2006,11:01:00,5,17
07/04/2006,12:01:00,5,20.5
07/04/2006,13:01:00,5,21
07/04/2006,14:01:00,5,22
07/04/2006,15:01:00,5,22.5
07/04/2006,16:01:00,5,23
07/04/2006,17:01:00,5,22.5
07/04/2006,18:01:00,5,24
07/04/2006,19:01:00,5,24
07/04/2006,20:01:00,5,23
07/04/2006,21:01:00,5,19
07/04/2006,22:01:00,5,17
07/04/2006,23:01:00,5,16
07/05/2006,0:01:00,5,15.5
07/05/2006,1:01:00,5,15.5
07/05/2006,2:01:00,5,14.5
07/05/2006,3:01:00,5,14.5
07/05/2006,4:01:00,5,14.5
07/05/2006,5:01:00,5,14
07/05/2006,6:01:00,5,14
07/05/2006,7:01:00,5,14.5
07/05/2006,8:01:00,5,14.5
07/05/2006,9:01:00,5,15
07/05/2006,10:01:00,5,17
07/05/2006,11:01:00,5,20
07/05/2006,12:01:00,5,22
07/05/2006,13:01:00,5,24.5
07/05/2006,14:01:00,5,24
07/05/2006,15:01:00,5,23
07/05/2006,16:01:00,5,25.5
07/05/2006,17:01:00,5,22
07/05/2006,18:01:00,5,24.5
07/05/2006,19:01:00,5,22.5
07/05/2006,20:01:00,5,23
07/05/2006,21:01:00,5,20
07/05/2006,22:01:00,5,18.5
07/05/2006,23:01:00,5,17.5
07/06/2006,0:01:00,5,16.5
07/06/2006,1:01:00,5,16.5
07/06/2006,2:01:00,5,16
07/06/2006,3:01:00,5,16
07/06/2006,4:01:00,5,16
07/06/2006,5:01:00,5,15.5
07/06/2006,6:01:00,5,15.5
07/06/2006,7:01:00,5,16
07/06/2006,8:01:00,5,17
07/06/2006,9:01:00,5,18.5
07/06/2006,10:01:00,5,20.5
07/06/2006,11:01:00,5,22.5
07/06/2006,12:01:00,5,25
07/06/2006,13:01:00,5,26.5
07/06/2006,14:01:00,5,29
07/06/2006,15:01:00,5,32
07/06/2006,16:01:00,5,29.5
07/06/2006,17:01:00,5,30
07/06/2006,18:01:00,5,30
07/06/2006,19:01:00,5,30
07/06/2006,20:01:00,5,27
07/06/2006,21:01:00,5,21
07/06/2006,22:01:00,5,18.5
07/06/2006,23:01:00,5,17
07/07/2006,0:01:00,5,15.5
07/07/2006,1:01:00,5,15
07/07/2006,2:01:00,5,14.5
07/07/2006,3:01:00,5,14.5
07/07/2006,4:01:00,5,14.5
07/07/2006,5:01:00,5,14.5
07/07/2006,6:01:00,5,14.5
07/07/2006,7:01:00,5,15.5
07/07/2006,8:01:00,5,17
07/07/2006,9:01:00,5,17.5
07/07/2006,10:01:00,5,20.5
07/07/2006,11:01:00,5,23
07/07/2006,12:01:00,5,28
07/07/2006,13:01:00,5,28.5
07/07/2006,14:01:00,5,28
07/07/2006,15:01:00,5,29
07/07/2006,16:01:00,5,26.5
07/07/2006,17:01:00,5,26.5
07/07/2006,18:01:00,5,28.5
07/07/2006,19:01:00,5,26
07/07/2006,20:01:00,5,23.5
07/07/2006,21:01:00,5,21.5
07/07/2006,22:01:00,5,20
07/07/2006,23:01:00,5,19
07/08/2006,0:01:00,5,18.5
07/08/2006,1:01:00,5,18
07/08/2006,2:01:00,5,18
07/08/2006,3:01:00,5,17.5
07/08/2006,4:01:00,5,17.5
07/08/2006,5:01:00,5,17.5
07/08/2006,6:01:00,5,17.5
07/08/2006,7:01:00,5,18.5
07/08/2006,8:01:00,5,19.5
07/08/2006,9:01:00,5,23
07/08/2006,10:01:00,5,24
07/08/2006,11:01:00,5,19.5
07/08/2006,12:01:00,5,19
07/08/2006,13:01:00,5,17.5
07/08/2006,14:01:00,5,19
07/08/2006,15:01:00,5,19
07/08/2006,16:01:00,5,21
07/08/2006,17:01:00,5,23.5
07/08/2006,18:01:00,5,22
07/08/2006,19:01:00,5,21
07/08/2006,20:01:00,5,18
07/08/2006,21:01:00,5,15
07/08/2006,22:01:00,5,14
07/08/2006,23:01:00,5,13.5
07/09/2006,0:01:00,5,13.5
07/09/2006,1:01:00,5,13.5
07/09/2006,2:01:00,5,13.5
07/09/2006,3:01:00,5,14
07/09/2006,4:01:00,5,14.5
07/09/2006,5:01:00,5,14.5
07/09/2006,6:01:00,5,15
07/09/2006,7:01:00,5,16
07/09/2006,8:01:00,5,17
07/09/2006,9:01:00,5,18.5
07/09/2006,10:01:00,5,21
07/09/2006,11:01:00,5,21.5
07/09/2006,12:01:00,5,21.5
07/09/2006,13:01:00,5,23
07/09/2006,14:01:00,5,21.5
07/09/2006,15:01:00,5,21.5
07/09/2006,16:01:00,5,25.5
07/09/2006,17:01:00,5,28
07/09/2006,18:01:00,5,28.5
07/09/2006,19:01:00,5,27.5
07/09/2006,20:01:00,5,22.5
07/09/2006,21:01:00,5,17
07/09/2006,22:01:00,5,15.5
07/09/2006,23:01:00,5,15.5
07/10/2006,0:01:00,5,15.5
07/10/2006,1:01:00,5,15.5
07/10/2006,2:01:00,5,15.5
07/10/2006,3:01:00,5,15
07/10/2006,4:01:00,5,15
07/10/2006,5:01:00,5,15
07/10/2006,6:01:00,5,15
07/10/2006,7:01:00,5,15
07/10/2006,8:01:00,5,16.5
07/10/2006,9:01:00,5,18.5
07/10/2006,10:01:00,5,21
07/10/2006,11:01:00,5,24
07/10/2006,12:01:00,5,28
07/10/2006,13:01:00,5,29.5
07/10/2006,14:01:00,5,27.5
07/10/2006,15:01:00,5,27.5
07/10/2006,16:01:00,5,28.5
07/10/2006,17:01:00,5,26.5
07/10/2006,18:01:00,5,25
07/10/2006,19:01:00,5,22.5
07/10/2006,20:01:00,5,20
07/10/2006,21:01:00,5,19.5
07/10/2006,22:01:00,5,18
07/10/2006,23:01:00,5,17
07/11/2006,0:01:00,5,15.5
07/11/2006,1:01:00,5,15
07/11/2006,2:01:00,5,15
07/11/2006,3:01:00,5,15
07/11/2006,4:01:00,5,15
07/11/2006,5:01:00,5,14.5
07/11/2006,6:01:00,5,14.5
07/11/2006,7:01:00,5,15
07/11/2006,8:01:00,5,16.5
07/11/2006,9:01:00,5,18
07/11/2006,10:01:00,5,21
07/11/2006,11:01:00,5,22.5
07/11/2006,12:01:00,5,23.5
07/11/2006,13:01:00,5,26
07/11/2006,14:01:00,5,29
07/11/2006,15:01:00,5,28
07/11/2006,16:01:00,5,27
07/11/2006,17:01:00,5,26.5
07/11/2006,18:01:00,5,27.5
07/11/2006,19:01:00,5,24
07/11/2006,20:01:00,5,21
07/11/2006,21:01:00,5,19.5
07/11/2006,22:01:00,5,18
07/11/2006,23:01:00,5,17.5
07/12/2006,0:01:00,5,17
07/12/2006,1:01:00,5,16
07/12/2006,2:01:00,5,15
07/12/2006,3:01:00,5,15
07/12/2006,4:01:00,5,15
07/12/2006,5:01:00,5,14.5
07/12/2006,6:01:00,5,14.5
07/12/2006,7:01:00,5,14.5
07/12/2006,8:01:00,5,14.5
07/12/2006,9:01:00,5,15
07/12/2006,10:01:00,5,16.5
07/12/2006,11:01:00,5,17
07/12/2006,12:01:00,5,17.5
07/12/2006,13:01:00,5,19
07/12/2006,14:01:00,5,20
07/12/2006,15:01:00,5,20
07/12/2006,16:01:00,5,20
07/12/2006,17:01:00,5,19
07/12/2006,18:01:00,5,18
07/12/2006,19:01:00,5,15
07/12/2006,20:01:00,5,14.5
07/12/2006,21:01:00,5,14.5
07/12/2006,22:01:00,5,14.5
07/12/2006,23:01:00,5,14
07/13/2006,0:01:00,5,14
07/13/2006,1:01:00,5,14
07/13/2006,2:01:00,5,13.5
07/13/2006,3:01:00,5,13
07/13/2006,4:01:00,5,13
07/13/2006,5:01:00,5,12.5
07/13/2006,6:01:00,5,13
07/13/2006,7:01:00,5,13
07/13/2006,8:01:00,5,13.5
07/13/2006,9:01:00,5,15
07/13/2006,10:01:00,5,16
07/13/2006,11:01:00,5,16.5
07/13/2006,12:01:00,5,18
07/13/2006,13:01:00,5,21
07/13/2006,14:01:00,5,20.5
07/13/2006,15:01:00,5,18.5
07/13/2006,16:01:00,5,18
07/13/2006,17:01:00,5,19
07/13/2006,18:01:00,5,17
07/13/2006,19:01:00,5,16
07/13/2006,20:01:00,5,15.5
07/13/2006,21:01:00,5,14.5
07/13/2006,22:01:00,5,14
07/13/2006,23:01:00,5,14
07/14/2006,0:01:00,5,13.5
07/14/2006,1:01:00,5,13
07/14/2006,2:01:00,5,13
07/14/2006,3:01:00,5,12.5
07/14/2006,4:01:00,5,13
07/14/2006,5:01:00,5,13
07/14/2006,6:01:00,5,13
07/14/2006,7:01:00,5,13.5
07/14/2006,8:01:00,5,14
07/14/2006,9:01:00,5,15.5
07/14/2006,10:01:00,5,19
07/14/2006,11:01:00,5,19
07/14/2006,12:01:00,5,21
07/14/2006,13:01:00,5,25
07/14/2006,14:01:00,5,26
07/14/2006,15:01:00,5,24.5
07/14/2006,16:01:00,5,23.5
07/14/2006,17:01:00,5,19
07/14/2006,18:01:00,5,18.5
07/14/2006,19:01:00,5,17.5
07/14/2006,20:01:00,5,16.5
07/14/2006,21:01:00,5,16.5
07/14/2006,22:01:00,5,15.5
07/14/2006,23:01:00,5,14
07/15/2006,0:01:00,5,13.5
07/15/2006,1:01:00,5,13
07/15/2006,2:01:00,5,13
07/15/2006,3:01:00,5,12.5
07/15/2006,4:01:00,5,11.5
07/15/2006,5:01:00,5,11.5
07/15/2006,6:01:00,5,11
07/15/2006,7:01:00,5,11
07/15/2006,8:01:00,5,11.5
07/15/2006,9:01:00,5,16
07/15/2006,10:01:00,5,19.5
07/15/2006,11:01:00,5,22.5
07/15/2006,12:01:00,5,23
07/15/2006,13:01:00,5,26
07/15/2006,14:01:00,5,28.5
07/15/2006,15:01:00,5,28
07/15/2006,16:01:00,5,25.5
07/15/2006,17:01:00,5,24
07/15/2006,18:01:00,5,23
07/15/2006,19:01:00,5,18.5
07/15/2006,20:01:00,5,18
07/15/2006,21:01:00,5,16
07/15/2006,22:01:00,5,14.5
07/15/2006,23:01:00,5,13.5
07/16/2006,0:01:00,5,13
07/16/2006,1:01:00,5,12.5
07/16/2006,2:01:00,5,12
07/16/2006,3:01:00,5,11.5
07/16/2006,4:01:00,5,11
07/16/2006,5:01:00,5,10.5
07/16/2006,6:01:00,5,10.5
07/16/2006,7:01:00,5,11
07/16/2006,8:01:00,5,11.5
07/16/2006,9:01:00,5,15.5
07/16/2006,10:01:00,5,18.5
07/16/2006,11:01:00,5,21
07/16/2006,12:01:00,5,23
07/16/2006,13:01:00,5,24.5
07/16/2006,14:01:00,5,27.5
07/16/2006,15:01:00,5,28.5
07/16/2006,16:01:00,5,27
07/16/2006,17:01:00,5,28
07/16/2006,18:01:00,5,25
07/16/2006,19:01:00,5,22.5
07/16/2006,20:01:00,5,21
07/16/2006,21:01:00,5,17.5
07/16/2006,22:01:00,5,15.5
07/16/2006,23:01:00,5,15
07/17/2006,0:01:00,5,14.5
07/17/2006,1:01:00,5,14.5
07/17/2006,2:01:00,5,14.5
07/17/2006,3:01:00,5,14
07/17/2006,4:01:00,5,13.5
07/17/2006,5:01:00,5,13
07/17/2006,6:01:00,5,13
07/17/2006,7:01:00,5,13
07/17/2006,8:01:00,5,13.5
07/17/2006,9:01:00,5,17
07/17/2006,10:01:00,5,17.5
07/17/2006,11:01:00,5,20.5
07/17/2006,12:01:00,5,22.5
07/17/2006,13:01:00,5,25.5
07/17/2006,14:01:00,5,27
07/17/2006,15:01:00,5,29
07/17/2006,16:01:00,5,29
07/17/2006,17:01:00,5,27.5
07/17/2006,18:01:00,5,23.5
07/17/2006,19:01:00,5,19
07/17/2006,20:01:00,5,18
07/17/2006,21:01:00,5,16
07/17/2006,22:01:00,5,15
07/17/2006,23:01:00,5,14.5
07/18/2006,0:01:00,5,14.5
07/18/2006,1:01:00,5,14
07/18/2006,2:01:00,5,14.5
07/18/2006,3:01:00,5,14
07/18/2006,4:01:00,5,14.5
07/18/2006,5:01:00,5,14
07/18/2006,6:01:00,5,14
07/18/2006,7:01:00,5,14.5
07/18/2006,8:01:00,5,16.5
07/18/2006,9:01:00,5,18
07/18/2006,10:01:00,5,20.5
07/18/2006,11:01:00,5,21.5
07/18/2006,12:01:00,5,24.5
07/18/2006,13:01:00,5,27
07/18/2006,14:01:00,5,28
07/18/2006,15:01:00,5,30
07/18/2006,16:01:00,5,30
07/18/2006,17:01:00,5,27.5
07/18/2006,18:01:00,5,30
07/18/2006,19:01:00,5,28.5
07/18/2006,20:01:00,5,25.5
07/18/2006,21:01:00,5,21.5
07/18/2006,22:01:00,5,18.5
07/18/2006,23:01:00,5,17
07/19/2006,0:01:00,5,16
07/19/2006,1:01:00,5,16
07/19/2006,2:01:00,5,16
07/19/2006,3:01:00,5,16
07/19/2006,4:01:00,5,16
07/19/2006,5:01:00,5,16
07/19/2006,6:01:00,5,15.5
07/19/2006,7:01:00,5,15.5
07/19/2006,8:01:00,5,17.5
07/19/2006,9:01:00,5,20
07/19/2006,10:01:00,5,20.5
07/19/2006,11:01:00,5,24.5
07/19/2006,12:01:00,5,24.5
07/19/2006,13:01:00,5,26.5
07/19/2006,14:01:00,5,28.5
07/19/2006,15:01:00,5,29.5
07/19/2006,16:01:00,5,31
07/19/2006,17:01:00,5,32.5
07/19/2006,18:01:00,5,30
07/19/2006,19:01:00,5,25
07/19/2006,20:01:00,5,24
07/19/2006,21:01:00,5,21.5
07/19/2006,22:01:00,5,20
07/19/2006,23:01:00,5,19
07/20/2006,0:01:00,5,18.5
07/20/2006,1:01:00,5,18
07/20/2006,2:01:00,5,18
07/20/2006,3:01:00,5,17
07/20/2006,4:01:00,5,16.5
07/20/2006,5:01:00,5,16
07/20/2006,6:01:00,5,15.5
07/20/2006,7:01:00,5,15.5
07/20/2006,8:01:00,5,16
07/20/2006,9:01:00,5,20
07/20/2006,10:01:00,5,23.5
07/20/2006,11:01:00,5,27
07/20/2006,12:01:00,5,29
07/20/2006,13:01:00,5,30.5
07/20/2006,14:01:00,5,32
07/20/2006,15:01:00,5,35
07/20/2006,16:01:00,5,36
07/20/2006,17:01:00,5,37
07/20/2006,18:01:00,5,34.5
07/20/2006,19:01:00,5,28.5
07/20/2006,20:01:00,5,24.5
07/20/2006,21:01:00,5,20.5
07/20/2006,22:01:00,5,18.5
07/20/2006,23:01:00,5,18
07/21/2006,0:01:00,5,17.5
07/21/2006,1:01:00,5,17.5
07/21/2006,2:01:00,5,17
07/21/2006,3:01:00,5,16.5
07/21/2006,4:01:00,5,16
07/21/2006,5:01:00,5,16
07/21/2006,6:01:00,5,16
07/21/2006,7:01:00,5,16
07/21/2006,8:01:00,5,17
07/21/2006,9:01:00,5,21
07/21/2006,10:01:00,5,25
07/21/2006,11:01:00,5,27.5
07/21/2006,12:01:00,5,29.5
07/21/2006,13:01:00,5,29.5
07/21/2006,14:01:00,5,31
07/21/2006,15:01:00,5,33
07/21/2006,16:01:00,5,35
07/21/2006,17:01:00,5,36
07/21/2006,18:01:00,5,35
07/21/2006,19:01:00,5,31
07/21/2006,20:01:00,5,26.5
07/21/2006,21:01:00,5,22
07/21/2006,22:01:00,5,18
07/21/2006,23:01:00,5,16.5
07/22/2006,0:01:00,5,17
07/22/2006,1:01:00,5,17
07/22/2006,2:01:00,5,17
07/22/2006,3:01:00,5,17
07/22/2006,4:01:00,5,16.5
